external_id,smd_id,candidate_name,pickup_date,filed_date,candidate_status
67900f8a4d241d25b3c9f9a11c2a4e39c3695267799a8145abff994f,smd_2022_5A06,"Derrick O. Holloway, Sr.",2024-07-02,,Pulled Papers for Ballot
7208de83a7e59bbfe90226726e21535c135c807316d0a645a1a1526d,smd_2022_5A08,Elaine Alston,2024-07-03,2024-07-26,Filed Signatures
9782b6127e1b11e735e0012ba297f966f1ebe91364f7f5e433b8e159,smd_2022_5A09,Shelagh Bocoum,2024-07-25,,Pulled Papers for Ballot
fb101f8f4d571d062176cf6ad0c1d2548f517a7c564df0880cb1080f,smd_2022_5B01,Edward Borrego,2024-07-01,,Pulled Papers for Ballot
1bbae05092d2649d10637ce6cfe02d3cb2e819eeafec98569862a34d,smd_2022_5B02,Nandini Sen,2024-07-01,2024-07-31,Filed Signatures
c9bb5ce50a4083841ee8aad9e4cefc014d8e21644bb9c8829b6903f8,smd_2022_5B03,Jingwen Sun,2024-07-01,,Pulled Papers for Ballot
658a9b9be9c2e9bccda537827b6e775cedf182655a7a0d069bf007d7,smd_2022_5B04,Rayseen Woodland,2024-07-16,,Pulled Papers for Ballot
acd4d4a5df014b9f4ed8f70f1ded6f6b29027e10f7df4f6b150b7625,smd_2022_5B04,Ra Amin,2024-07-01,2024-08-02,Filed Signatures
c469b2ce6be2e0e2ce014873fe44f22a03a8ee58b7ee3c0a69f38613,smd_2022_5B05,"John J. Feely, Jr.",2024-07-17,2024-07-22,Filed Signatures
cecb3e0917428b2ee38099eca16b5dc94a54075027c476d895e7a3d7,smd_2022_5B05,Monica Martinez Lopez,2024-07-19,,Pulled Papers for Ballot
2e9d56170f2917a8d1b42bc3ba2d5118891dbebdb1186f0f469eecd4,smd_2022_5B06,"Sukhprita Prita"" Piekara",2024-07-18,,Pulled Papers for Ballot
d7927caef95a1866f0909a1889ab15ba4f20e358051b0d0f24bbad69,smd_2022_5B07,Tosha Crawford,2024-07-08,2024-07-15,Filed Signatures
949fd475920cd4f94d83bd5ff973e79b7b58869a0c7349b8dcca5650,smd_2022_5B07,Kris Haynes,2024-07-16,,Pulled Papers for Ballot
3e4f2a9dd6df3a54fd5408642a2d71277210c8aa551063a2b1376f71,smd_2022_5B07,Zahid Rathore,2024-07-25,,Pulled Papers for Ballot
73acd1cf62256f41933241bcedd5fb0809c7910d4b93ecf19df366b1,smd_2022_5C04,Jacquline Manning,2024-07-01,2024-07-22,Filed Signatures
0b1dae7a89bb5f1794a755049d00a0a1d554fc460be965c93000bce7,smd_2022_5C04,Shawn Nelson,2024-07-23,,Pulled Papers for Ballot
642a04faab5d500971b572ecb7fd9638105b01b380861ab5281dcbcf,smd_2022_5C05,Darlene Oliver,2024-07-11,,Pulled Papers for Ballot
b14c3215942ee5b5451cfb2dcbe8172918af8581032a41d63c1c4fef,smd_2022_5C07,Vj Kapur,2024-07-02,2024-08-01,Filed Signatures
c6903aca051dfb814935ddf15591f7eb47a16302eba68fb0ca658c7c,smd_2022_5D01,Hector Arbuckle,2024-07-24,,Pulled Papers for Ballot
525d7ca035bbddedb84e6fde9da616c79d877ab87a7054bdd94be5c9,smd_2022_5D01,Reginald Shaw-Richardson,2024-07-01,,Pulled Papers for Ballot
826500c0923de9a3948b06ebc8d7dac1c6f257d40ff3c43107d508da,smd_2022_5D02,Pete Loftus,2024-07-09,,Pulled Papers for Ballot
08e963ebbea077edc31910da2f0d2054e9736ead258d1351f1c8009f,smd_2022_5D02,Sebrena L. Rhodes,2024-07-29,,Pulled Papers for Ballot
235450acbd03db36f9aa96b5b27850ce57f83306c9128f21c6677053,smd_2022_5D03,Anna Roblin,2024-07-23,,Pulled Papers for Ballot
b9d2e310cc692e7eac8954bff6854fccdd8a29c709947a3aaf0817d8,smd_2022_5D05,Salvador Sauceda-Guzman,2024-07-16,,Pulled Papers for Ballot
398633f9a518bd7cafeed71a653d4f9fee9a1cbb28b3ee5ce91a3240,smd_2022_5D06,Kathy Henderson,2024-07-01,,Pulled Papers for Ballot
f5fe55a54137ad374259a104f421f3a6f412707bd415e8c7492028e4,smd_2022_5D06,Charquinta (Char) Mccray,2024-07-11,,Pulled Papers for Ballot
9ca7b45ff2129a3a62822c8eed8058326722e07a8cc9b71353b3d283,smd_2022_5D08,Juanita Holsendorff,2024-07-01,,Pulled Papers for Ballot
131bedf092c69af5f5eea709811a7ff0ea028dfc0b4cdbc617b259b2,smd_2022_5D09,Crystal G-Campbell,2024-08-02,,Pulled Papers for Ballot
45138a11b5c843fe6008fa9a0e52d7110dae3a120790d5fec847210a,smd_2022_5E01,Ana Rodriguez,2024-07-01,2024-07-19,Filed Signatures
ccefeb569df290c1e99337b844e26166320be6edc89d01973076e7a7,smd_2022_5E01,Kyle Gardiner,2024-07-01,2024-07-23,Filed Signatures
12eaaf76847d5052a6213d70cdc70394548b8f2202a1e3bc708c1997,smd_2022_5E02,Karla M. Lewis,2024-07-18,,Pulled Papers for Ballot
628b90d29c2e8831ba7c88bdd3129143454d6b51d41de8c388c03da9,smd_2022_5E03,Mike Bloomberg,2024-07-26,,Pulled Papers for Ballot
19b70fd1c4eff4a3abe60dbb6fc75d21a7d5fae275b8fa6c18bddc39,smd_2022_5E04,Huma Imtiaz,2024-07-01,2024-07-23,Filed Signatures
05b780222066e9dfe0ae52752ee3f91b5f2c1099cbd7f7bff84ba8da,smd_2022_5E05,Tyler Lopez,2024-07-05,2024-07-25,Filed Signatures
1848163a50f56ad1bdf1b20950c0637c47cbe539e2c556c8be35e7fe,smd_2022_5E05,Robert Vinson Brannum (Withdrew 7/25/24),2024-07-02,,Withdrew
02f351db0fce7f4ceacc0d647e445f0545d3dfe58329f8a07b52712f,smd_2022_5E05,Alice Arcenia Thompson,2024-07-11,2024-07-23,Filed Signatures
6c1ec5f7b8c3ff9c45d7df5e5d082978658a83d6ef585de6ea9caf9a,smd_2022_5E06,Kirby R. Vining,2024-07-08,2024-07-22,Filed Signatures
225c655070076931a2483006064d92e4ff7c47fc1b7d02fb5a5bc263,smd_2022_5F01,Nicole G. Jones,2024-07-30,,Pulled Papers for Ballot
2688ac80c2626d13dd5de4317a04690a6b44bfb9cb9d3569908d93ee,smd_2022_5F02,Aru Sahni,2024-07-02,,Pulled Papers for Ballot
e96c4700143922d13dad99237c9567f3f7a0ded0a151d90c22776882,smd_2022_5F03,Patricia L. Williams,2024-07-22,2024-07-24,Filed Signatures
79b99126fb6e9486ed899ec993615dad0007fab9a248984517a54e97,smd_2022_5F04,Mark Galvan,2024-07-15,,Pulled Papers for Ballot
4a473ad955ef72f0920ed7f5b24e29a090a4276b74a9e5878c1af38b,smd_2022_5F05,Jennifer Anderson,2024-07-16,2024-08-02,Filed Signatures
cec58fa4a7f4a5ea773442fd7ad12612c239d543c2e8b2cc01d52013,smd_2022_5F06,Joseph Bishop-Henchman,2024-07-01,2024-08-01,Filed Signatures
061da17e48d7145e3c4685a154434bb3cad4552b8f6fb9814bf0e84a,smd_2022_5F07,Kelly L. Rzendzian,2024-07-30,,Pulled Papers for Ballot
429130d0ac72cc1338598f08bda2807f23322e78e480432aa3be883d,smd_2022_6A01,Paul Spires,2024-07-01,2024-08-02,Filed Signatures
7cc2b1fd2c76ee4421d56dd3537ddca92507e2939bdb59d164cc58c3,smd_2022_6A02,Mike Velasquez,2024-07-23,2024-08-02,Filed Signatures
f7c1edfd5e34075dff3e863bb7effa9b5e9362e5b7f8d5f67d690bcb,smd_2022_6A03,Roberta Shapiro,2024-07-03,2024-07-19,Filed Signatures
60e608dae57011e7f9f70996393c1e16c5f947e97844a12fd8f2a05a,smd_2022_6A04,Amber Gove,2024-07-10,,Pulled Papers for Ballot
d9c5ee72c69ac5fc59c370fb731b1cb22a696cac07ea74637abeacba,smd_2022_6A05,David Wethington,2024-07-15,2024-07-19,Filed Signatures
07734c0eac10de37734fa1c386ec7a4f8fbeecd7efabdaa870e72564,smd_2022_6A06,Jeff Giertz,2024-08-01,,Pulled Papers for Ballot
b1d030c1d074775cef791fc6c021c1ed14398979d84b317f6fdeaece,smd_2022_6A07,Stephen Kolb,2024-07-30,,Pulled Papers for Ballot
a7d541726cef3d054f30c0b7556099c21b7ff921ed8f118faa1f59e8,smd_2022_6B01,Tyler Wolanin,2024-07-31,,Pulled Papers for Ballot
87cab6f78878b6c40043a714783da1108f60578b92a5171de938f715,smd_2022_6B01,Frank Avery,2024-07-26,,Pulled Papers for Ballot
243ab58aec34d04ca55fd79fccec2de8852bde9a4926a734958d7611,smd_2022_6B02,Gerald Sroufe,2024-07-10,2024-07-31,Filed Signatures
40510e13075e9422e00a3fe38d39cc9ae84806792612c6107e427c1c,smd_2022_6B03,David Sobelsohn,2024-07-22,,Pulled Papers for Ballot
55bd4e38e47e09f9dcb590aa1d424b36fc48a7babf16450c5aa36b58,smd_2022_6B06,Burl Haigwood,2024-07-17,2024-07-26,Filed Signatures
d37123db49151190f04d909bb043ef7f07fa0d38bf2f7387cb8d3c58,smd_2022_6B06,Anna Krebs,2024-07-22,,Pulled Papers for Ballot
4d5d848a919f52204015e676b11e084c071dadce270d4b4c3b37a876,smd_2022_6B07,Vince Mareino,2024-07-25,2024-07-30,Filed Signatures
37651270c4fe9b95d524ea702fd0acc73935f18d16bc2dd3f6cfb6cc,smd_2022_6B09,Karen Hughes,2024-07-23,,Pulled Papers for Ballot
9acc852717d8afa387a054f6a1a2af744fddc4e0a6285473542cfeb3,smd_2022_6C02,Karen J. Wirt,2024-07-08,2024-07-15,Filed Signatures
4586a26d2e4fa373067b4a789b8a9d2bc9eaac7283685c77a3fe6b5d,smd_2022_6C03,Jay Adelstein,2024-07-12,2024-07-25,Filed Signatures
0c68211b629fdeac8f3cc79bde2c670d4eca340f5e8d9fb63e054b38,smd_2022_6C03,Rasheedah Hasan,2024-08-02,,Pulled Papers for Ballot
0eb83de1c19d393bbdfa24ca30f14d3ff2d5d0c24322e3babe2c9dea,smd_2022_6C04,Mark Eckenwiler,2024-07-03,2024-07-11,Filed Signatures
51d9ee47484ab47d8922d2039bda062f32d68e0fafeb0a7e753ddea0,smd_2022_6C05,Daniela Kelley Mcinerney,2024-07-31,2024-08-01,Filed Signatures
3d538796a9bfd6de34f60a2d25210a5730ed0d16a1ccbdccd5817666,smd_2022_6C06,Andrew R. Hayes,2024-08-01,,Pulled Papers for Ballot
6efed16245678cc64c16814786c7815349fb29d348470a9ee055cf95,smd_2022_6C07,Tony T. Goodman,2024-07-03,,Pulled Papers for Ballot
d236eb2066c2db58269283d067b4a734be424ee5911e6a9d3207367f,smd_2022_6D01,Bob Link,2024-07-26,2024-08-02,Filed Signatures
0687b1ab8230b8e2296098bbf9c6a68f72d25d9d98610a57d3efe6d9,smd_2022_6D01,Marquell M. Washington,2024-07-30,,Pulled Papers for Ballot
b1723037a7b183c9756134cbef95c9d366dc7e89f50c5d6a055b04c0,smd_2022_6D01,Philip Bay,2024-08-02,,Pulled Papers for Ballot
545742e525c825bf4add3a74f620778d25e25ac67357634d1f651451,smd_2022_6D02,Gottlieb Simon,2024-07-01,2024-08-02,Filed Signatures
1b1be6421c9a818f604688a155a53a5cfe5de1aecaa5e238a4f06bc6,smd_2022_6D03,Gail Fast,2024-07-03,,Pulled Papers for Ballot
22226871a06ef42ae09c70b45ad7740f227ef0720a353d90c597ec3b,smd_2022_6D04,Andrea M. Pawley,2024-07-09,2024-07-30,Filed Signatures
de806d3ad9936c2f5a3dc4611a94f0e41fb20d3f7712c1bc578da55f,smd_2022_6D05,Chearie Phelps-El,2024-07-23,,Pulled Papers for Ballot
c06a1e62dd6e82f2996bcef50a8bf9272118f77cf4bbdd6f0b3469da,smd_2022_6D06,Bruce Levine,2024-07-26,,Pulled Papers for Ballot
9f003cd0680864ecd9695c55c570898608a2c7485ffc0e65b9283194,smd_2022_6D07,"Fredrica (""Rikki"") Kramer",2024-07-26,,Pulled Papers for Ballot
bb8b0892733f949cec23cc3184884d053f13d71444a69dd273d92a79,smd_2022_6D08,Rhonda N. Hamilton,2024-07-31,,Pulled Papers for Ballot
b913c400f89f3cd9bba5562713453b444e3c384dfcd66f98ad5a9beb,smd_2022_6E02,Crystal J. Watts,2024-07-24,,Pulled Papers for Ballot
abe5ce5ebaa966e1fbad2816f4a4e456b2af23b0b7300327a415a8d3,smd_2022_6E03,Kevin M. Rogers,2024-07-03,2024-07-22,Filed Signatures
5fae04887a8419cd91e15b582303147527703240a711a91aeaef9546,smd_2022_6E04,Kawana Jeffer Williams,2024-07-06,,Pulled Papers for Ballot
2d1a21bb40aa8a847b605d694afe8638b6d447c99663176e8a866a85,smd_2022_6E05,Ahmad Abu-Khlaf,2024-07-03,,Pulled Papers for Ballot
9bc5a3f89b3fa96c451ffe8d274496af1c44781a7881b7ff0266db31,smd_2022_6E06,Nate Coffman,2024-07-12,,Pulled Papers for Ballot
a9e055240d7bed25ec7da81bd60b187452ab897dd9fc921516d29dc3,smd_2022_6E07,Davina Carson,2024-07-24,,Pulled Papers for Ballot
45df43a77e7aa73e1c694890a47271753d80babdd0a3639c1042203c,smd_2022_6E08,Dale Prince,2024-07-29,,Pulled Papers for Ballot
751fea9c9120430c75d52735f49ec202ca25c7b586e92c1699a565b4,smd_2022_6E09,Ritanch Hans,2024-08-01,,Pulled Papers for Ballot
d2cd9dabef8f538341d7f741a302da9a2d29f1c3d05874b07c04d96f,smd_2022_7B01,John F. Adams,2024-07-11,,Pulled Papers for Ballot
cc74072effaa82770ca18e0f44f013f6c5c00055f9b7d8660338a708,smd_2022_7B02,Jamaal Maurice Pearsall,2024-07-15,,Pulled Papers for Ballot
259338183184850903ad0f63799982e759ad738a1522f94916e78c75,smd_2022_7B03,Travis R. Swanson,2024-07-01,2024-07-19,Filed Signatures
d5b43449f4d4c2a0b7be6dd323435360c50a54ea0e5f8033c08dfa6e,smd_2022_7B04,Keith R. Hasan-Towery,2024-07-22,2024-07-31,Filed Signatures
1097a47226e36e58e10dadc244562eb6d35ae8bcd7d4701177eb8a4d,smd_2022_7B05,Elizabeth Reddick,2024-07-19,,Pulled Papers for Ballot
847d1db9a5b1d7252889386d8e3323bde6dadcb1f9b860f78208c6b7,smd_2022_7B06,Kelvin E. Brown,2024-07-15,,Pulled Papers for Ballot
80933a246d2e7bd4e3d54d1a7a7b5ebbe7637f8918a72111bd9745d8,smd_2022_7B08,Angela M. Sydnor,2024-07-18,,Pulled Papers for Ballot
108c7381ff318dc57b1e487484e54e87d43fde07764f6525d8f2119f,smd_2022_7B09,Michelle D. Hammond,2024-08-01,,Pulled Papers for Ballot
42c3a1be5d13f9af0924548bb289fd5daaa9390664da105121a8a6a8,smd_2022_7B09,Kenneth Bellamy Ii,2024-07-30,,Pulled Papers for Ballot
78f15a63df2ae1617e5774fb7053d73b3c2e2feb8c78e838109be99f,smd_2022_7C01,Brian A. Glover,2024-07-01,2024-07-15,Filed Signatures
8a5762cb7bee7af6bcd811001f3b5d7357af1a367a8e780f7f2a4af1,smd_2022_7C02,Yolanda Y. Fields,2024-07-01,,Pulled Papers for Ballot
888cd154bb7dd84d0898f920c75db88263782b0969e8a7f0ff6fd335,smd_2022_7C02,Patricia Williams,2024-07-29,,Pulled Papers for Ballot
626fa6dea03533eaaf5c4b67fe3b2b74259bd46a0028ce778bbb0d95,smd_2022_7C03,Carlos Richardson,2024-07-10,,Pulled Papers for Ballot
4954d89bfc57a03597d81bd526374058fc0044b48d8c4402770e5137,smd_2022_7C03,Vince Van,2024-07-11,,Pulled Papers for Ballot
7f2eb026ef243d38b2bf9d24806495854df7674f25921a2fd7e99424,smd_2022_7C04,Anthony Lorenzo Green,2024-07-01,,Pulled Papers for Ballot
fa2f863807dd747267d8d56c3e28289cfe662479c33fbfcb993178a2,smd_2022_7C05,Mary L. Gaffney,2024-07-05,2024-07-29,Filed Signatures
9b160b7fe0355e3509167dfb952d003bc440cd8d451dcd63480430e4,smd_2022_7C06,Ladan Wallace Johnson,2024-07-22,,Pulled Papers for Ballot
55a14a3b36741ff3c0bff4cc6c7dce8052d9b8e5c92161b51f4f1f04,smd_2022_7C06,Patricia Stamper,2024-07-10,2024-08-02,Filed Signatures
ddac5177300ab37d253019ab1fed0375b4f3736887b24698b8fd881c,smd_2022_7C07,Antawan Holmes,2024-07-01,2024-07-16,Filed Signatures
b29309efe89635299bb3bc78f4eb54761460a77512436eeb23df1dc2,smd_2022_7C08,Stanley I. Monickam,2024-07-10,,Pulled Papers for Ballot
c9ed112dbff05c6c43953816d5f46dd9f9d27fe4ae6dcb20a6d3e666,smd_2022_7C09,Carrie N. Brown,2024-07-05,,Pulled Papers for Ballot
3c32ca49e4a4542394fc83f53308de993e176dde4a85b933809fcf70,smd_2022_7D01,Charles Boston,2024-07-03,,Pulled Papers for Ballot
8972f3e02fa6d5125c5ed7afd159bfed5ef62245cbb659d7ae48b453,smd_2022_7D01,Joshua Taborn,2024-08-01,,Pulled Papers for Ballot
1c574ae858d321619fa364307b7beaa74274308dd5e5ef7bf8c83564,smd_2022_7D02,Phyllis Marie Colbert,2024-07-26,,Pulled Papers for Ballot
b648d66f23a841a7dc974cee31d449ed5f0e793a7c39e6ebbd3fad10,smd_2022_7D03,Tyler E. Tucker,2024-07-31,,Pulled Papers for Ballot
35bb78b0b1bc6f28413bc21130a572449b7cfdd9618db7dbf22d701b,smd_2022_7D04,Mike Davis,2024-07-23,,Pulled Papers for Ballot
9f51ac0eb18526769713791b39d3e5b31bec148dbd27c6d012ec13d9,smd_2022_7D05,Ebony Payne,2024-07-15,2024-07-30,Filed Signatures
bd6011db9577654ca47cc56802d00bac797398070fc26551b7b26d35,smd_2022_7D06,Marc Friend,2024-07-08,2024-07-29,Filed Signatures
2f2d7d15357da2d4094081db7a4a823a188f11a942496b87cdf8d409,smd_2022_7D07,Brett Astmann,2024-07-03,2024-07-26,Filed Signatures
8b6838e81c2fbab49b5fe861f47211515a00e6ffe8c832cbbb0d23f8,smd_2022_7D08,Brian Alcorn,2024-07-01,2024-07-22,Filed Signatures
05ca1c3a29dd3a7537081c98d5f145553700aa448d48630d4f8c39a6,smd_2022_7D09,Ashley Schapitl,2024-07-03,,Pulled Papers for Ballot
2582bedd7abfbb29c28a2b05197272ecb176dbfde1924f5280c46200,smd_2022_7D10,Dev Myers,2024-07-10,,Pulled Papers for Ballot
4282ddf8250bd83043900f11c497a999fe34c0d04989e9070727ce4a,smd_2022_7E01,Dawn Cook,2024-07-19,,Pulled Papers for Ballot
8944544f84cfaa61b297b1dfa2351535835edd082a66493a85e1bc76,smd_2022_7E02,Aaron Harris,2024-07-30,,Pulled Papers for Ballot
bfdeaaca7ecb776edf6170fd3ce629d21c351bdffd22a4a0e7103dca,smd_2022_7E02,Aaron T. O'Neal,2024-07-30,,Pulled Papers for Ballot
80fa470a75ddac041701c70071fff2d913d01726c1ba7c72308627e4,smd_2022_7E03,Gail S. Perkins,2024-07-26,,Pulled Papers for Ballot
873ad62b42cc3fd20e6dda121280357076b2cbf235cb0472380bdf12,smd_2022_7E04,Natasha Dupee,2024-07-08,,Pulled Papers for Ballot
33c73059aa0f57fb55f483855d119d164287072c2cf67851cae5d93b,smd_2022_7E04,Caprice Casson,2024-07-17,,Pulled Papers for Ballot
b916fe1d971a8f6ea53dba1bded0242b06dc612a9b7dcf158b1dc19e,smd_2022_7F01,Tyrell M. Holcombs,2024-07-23,,Pulled Papers for Ballot
984bae99576bf76c3a47470df516871cfb3c5c234a4e62dfd0defbeb,smd_2022_7F02,Dimetri O'Brien,2024-07-10,,Pulled Papers for Ballot
49598296c5ede72f124573f12b5d7b3be1b170785485811efbb827a6,smd_2022_7F02,Ashley Renee Ruff,2024-07-05,2024-08-01,Filed Signatures
24719c6c7b975947275ecf9263116b8556bfbe800fc5ffdedf7a9917,smd_2022_7F03,Kimory Kso Orendoff,2024-07-29,,Pulled Papers for Ballot
98411d9bbb0a530ae14015cc2cb52bba3eebdcd7c9f7e018ea3af99b,smd_2022_7F04,Chanettia Nelson,2024-08-02,,Pulled Papers for Ballot
a35c724e04850f07ad9154eadf594d5504684ddd00ef4e5dd49fcaa0,smd_2022_7F05,Brittany Hughes,2024-07-23,,Pulled Papers for Ballot
0eb33bd2f8a890122216aaa38781bdb7bdd4cabbdee1a52d37d4cbf2,smd_2022_7F06,Frieda Edwards,2024-07-23,2024-07-30,Filed Signatures
a0441925880b82c3e0258d2c84289afc9061d3b253dba71911823639,smd_2022_7F07,Beatrice L Evans,2024-07-26,,Pulled Papers for Ballot
30722c821ca515bfa3d92b20f0b189259146c23138b927b4860763b8,smd_2022_7F07,Shirley Thompson-Wright,2024-07-23,2024-07-26,Filed Signatures
d9385d8a1f0dd1c796994a9d6f8b54ac58753e15224bc87e6460909c,smd_2022_7F08,Jeffrey M. Young-Bey,2024-07-30,,Pulled Papers for Ballot
ddaf1282c0cacf00f63272f8d888d48342c31b74180bdbb2ea92a2cf,smd_2022_7F08,Taylor Taranto,2024-07-30,,Pulled Papers for Ballot
db78b569e3c4d7cb89daa97dc209ae555d491e1ba761fc2045751e15,smd_2022_7F08,Iesha Marks,2024-07-17,,Pulled Papers for Ballot
03519fcf1b670071f7b6e7f4989343f76f7e9727891042fced3164d8,smd_2022_7F08,John Henri,2024-07-30,,Pulled Papers for Ballot
4f1460da0c1c7a037b877b79e7c86107973342e7cf83797bc9074aa0,smd_2022_7F08,Harold Cunningham,2024-07-12,,Pulled Papers for Ballot
5d23a9fb48896b1029df767192fe305b903b377b52cb78d2cb7be72f,smd_2022_7F08,Nikia Cunningham,2024-07-12,,Pulled Papers for Ballot
67df998fae8340a3b32448e798f8fd317331592eb63b84b6dd426d49,smd_2022_7F08,Aaron D. Brown,2024-07-30,,Pulled Papers for Ballot
d18196055dfdcf4dd02acd2556b1492f1abfaf2d49b5a621f8c1b734,smd_2022_7F08,"Shameka ""Meek"" Hayes",2024-07-12,,Pulled Papers for Ballot
eea8864065dfec13a4789b9077d6a4068d9435d843ac4bd4c18d2667,smd_2022_8A01,Renée Moore,2024-07-08,,Pulled Papers for Ballot
571041c8a6bab523f6693497da7ef6d5d32b9ecad72666630d86b3cf,smd_2022_8A01,Tonya Crawford,2024-07-01,,Pulled Papers for Ballot
3e392f31b74f9f48cadc10e27056780805e9de106d5cc5d1105afbce,smd_2022_8A01,Tom Donohue Jr.,2024-07-30,,Pulled Papers for Ballot
82f595f9204c4c1783d675aaf1b4b528a4ab3aaf327e1e1ee652cc49,smd_2022_8A02,Anthony Foreman,2024-07-05,,Pulled Papers for Ballot
177e94d1f877e6dea1a74a5a9bf44906acbb788ccafcb0c0066e34f7,smd_2022_8A03,Andrea Davis,2024-07-10,,Pulled Papers for Ballot
dd9558ba438173f7da2646ff115a6c76bf661bbba4a61ac10872bee9,smd_2022_8A04,Fria Moore,2024-07-23,,Pulled Papers for Ballot
3ef575001dc430f10ca3e040428dbbebffae969e459841c0cae1654d,smd_2022_8A05,Latasha N. Gunnels,2024-07-15,2024-07-26,Filed Signatures
209516c2836cc7b8e223bb4dd24f885d558c997cc1e8cc723c4fdfcb,smd_2022_8A05,Jamila White,2024-07-05,,Pulled Papers for Ballot
dc9895abfadd12dda3654b7169dba1b4491820e23ee1c4e666b2a501,smd_2022_8A06,Robin Mckinney,2024-07-01,,Pulled Papers for Ballot
cea7d49fef03d3885856084de7f5b7f5ef2632021bc3d71e807b261d,smd_2022_8A06,James Thach,2024-07-29,,Pulled Papers for Ballot
428d503d556b3f3776931597bf5f6a3b7fe1d139e115769b9a43f7c5,smd_2022_8A07,Tomora Redman,2024-07-18,,Pulled Papers for Ballot
4c11b572ac8a4a55765c04cd3334e9a739a4f10035a8cbb0cd1c18f0,smd_2022_8B01,Takema Keyes,2024-07-03,2024-07-31,Filed Signatures
091f12dd2d4ac852577e80dbe57f30819a5c659ef52ae742ddd60052,smd_2022_8B02,Betty Scippio,2024-07-01,,Pulled Papers for Ballot
ba48fcde49a764f819074c7504f53219986f9b07db55a3e1e512745c,smd_2022_8B03,"Thomas Williams, Jr",2024-07-09,2024-07-15,Filed Signatures
800985f9f3dee6a87c5142a7ffdb4cff767f3f2ddedff56151671743,smd_2022_8B04,Kimberly Little,2024-07-01,2024-07-22,Filed Signatures
66f49b86bdb1651e0c04cebae0001b9224d6461dd424c3c680c8e4ea,smd_2022_8B05,Joseph Johnson,2024-07-01,,Pulled Papers for Ballot
1f5eb2bb62fd59c4667da4880c8e1e5dbaa17311b165d915b75fc226,smd_2022_8B06,Julianna Ferrell,2024-07-25,,Pulled Papers for Ballot
662cc897cc9eaea395672f5a61afb6b8164d32a9e2abbdcab778c0ab,smd_2022_8B06,Rod Mcgill,2024-07-30,,Pulled Papers for Ballot
9f3afed8a230a65f2f092eb9bb0d14523c5a244102f69e1674a2baef,smd_2022_8B06,"Marcus ""Mick"" Thomas Hickman",2024-07-08,,Pulled Papers for Ballot
8bdc5fbfa2dcf76333b8f18687e7e5efa1166eb528632dec28af5e2f,smd_2022_8B06,Gerald A. Thomas,2024-07-18,,Pulled Papers for Ballot
600f56af67084557e6c0605a12bf7b1d90363b869070e89ccaad19da,smd_2022_8B07,Juanita Beltran,2024-07-10,,Pulled Papers for Ballot
45c613c4e98f5815ed284c56dfb9284910e54999d65e25129161c794,smd_2022_8C01,Georgette Joy Johnson,2024-07-11,,Pulled Papers for Ballot
a3dc25c7de5a98c1bcec0116dfedadfd473fc7e069005c525f4c819e,smd_2022_8C02,Gregory J. White,2024-07-23,,Pulled Papers for Ballot
83326c543b3b92bf1549a63fac77f7444eb3e6c3190a32c4755fd012,smd_2022_8C03,Dascha Cleckley,2024-07-16,,Pulled Papers for Ballot
bdee82d0d396d9616f480fb2fe047a7aeced46d4d0b2f1bdcb0b4ac8,smd_2022_8C04,Kendall Ridley,2024-07-24,,Pulled Papers for Ballot
3c5df4d5b73a53375fe710093fcd63647591e2d9411ac6a87d62b32c,smd_2022_8C05,Cheryl Moore,2024-07-10,2024-08-02,Filed Signatures
6507b717792f08c3c580abb8a7c6e0f5ea1600ce477e45664155a12a,smd_2022_8C06,Robbie Woodland,2024-07-26,,Pulled Papers for Ballot
acd26a1526ea07d143b46334f9a7fc8fd60c0cd20384e4873425d144,smd_2022_8C06,Tamekia Mcmahon,2024-08-01,,Pulled Papers for Ballot
8e9cd1bd9e889872cfa4e802a0a37a61407484fcda9777dd25c6677f,smd_2022_8C07,Salim Adofo,2024-07-02,,Pulled Papers for Ballot
613a3d10909a1a41aab0bf2e5f025aa56807bac0518afc45ea92d199,smd_2022_8C08,Elizabeth Carter,2024-07-03,2024-07-31,Filed Signatures
01c8d54c01cb564c911d8cbd8bc833999daaca4dcaceaa3143ac6b5f,smd_2022_8C08,Rene Neal,2024-07-24,,Pulled Papers for Ballot
6ac15e93fd22e15401c62be67ea6a346b8cf5f13917d62fc5b6e04e8,smd_2022_8D06,Wendy Hamilton,2024-07-01,,Pulled Papers for Ballot
2d1fbd7fbaea57ff48e3a27f74b8658135fcee55a3d89ed92baf6c4d,smd_2022_8D08,Randell Strickland,2024-07-30,,Pulled Papers for Ballot
600bf8eda9ab45c8fb751889b092cb4d010dfa7c7d70d188605b10f3,smd_2022_8E01,Robin R. Scott,2024-07-30,,Pulled Papers for Ballot
a9a4f93fa660802cca8862072fa20d1070daccb445ab7629d7a59dea,smd_2022_8E01,Deborah Wells,2024-07-08,,Pulled Papers for Ballot
66dfc265b5fe4c984cc0db9362149f914b521e2bf4aee40582004a23,smd_2022_8E02,Laqueda Tate,2024-07-22,,Pulled Papers for Ballot
f8d12934a39adc2a7ad1c60027d34e572addde860026326a66a60a55,smd_2022_8E03,Kelly Mikel Williams,2024-07-08,,Pulled Papers for Ballot
c608c940389a52d3ebabcf5466dd5ac18e2a5c259f4aa851746c9ccf,smd_2022_8E04,Anita Burrows,2024-07-15,,Pulled Papers for Ballot
