candidate_id,person_id,dcboe_hash_id,smd_id,candidate_name
50708.0,10604.0,a3a1aca02836f7a361688a4031b7eebb21ee77bea84c20915ec174df,smd_2022_2A01,Yannik Omictin
50747.0,11478.0,825d3bccff0b3c6a7e38e016ff8b934adf04de324b67c8ff88eb2eb4,smd_2022_2A07,Dasia Bandy
