smd_id,lon,lat,smd
smd_6B08,-76.9860609547576,38.88744977360469,6B08
smd_6B09,-76.97872007921583,38.88120791566672,6B09
smd_6B10,-76.9801097720375,38.88775067401043,6B10
smd_6C01,-77.00202270531067,38.89091923319059,6C01
smd_6C02,-77.01036656232371,38.89572954647416,6C02
smd_6C03,-76.99760649411401,38.894488008469956,6C03
smd_6C04,-77.00635713010301,38.89861744370039,6C04
smd_6C05,-76.99805387022893,38.900188821698634,6C05
smd_6C06,-77.00472658562312,38.904559695257134,6C06
smd_6D01,-77.02354432274882,38.8833406445981,6D01
smd_6D02,-77.0105063079117,38.880255679310636,6D02
smd_6D03,-77.01594817893651,38.88220867126714,6D03
smd_6D04,-77.0287365616156,38.8776794262194,6D04
smd_6D05,-77.024351966625,38.86475860736913,6D05
smd_6D06,-77.01166163745717,38.87226585647069,6D06
smd_6D07,-76.9997137872511,38.87519538579514,6D07
smd_6E01,-77.02418046899146,38.911644172699546,6E01
smd_6E02,-77.01891591795476,38.91157992219897,6E02
smd_6E03,-77.02109813054655,38.90724995471025,6E03
smd_6E04,-77.01778597258424,38.90576409697886,6E04
smd_6E05,-77.01835018760464,38.9025312361808,6E05
smd_6E06,-77.0105258117522,38.905320001633164,6E06
smd_6E07,-77.01263143949933,38.90104588150669,6E07
smd_7B01,-76.96447021856075,38.881706501332545,7B01
smd_7B02,-76.96665151032379,38.865189862427734,7B02
smd_7B03,-76.97047923568563,38.87403702656658,7B03
smd_7B04,-76.96010734754208,38.86901853340369,7B04
smd_7B05,-76.96224120325357,38.857206468148085,7B05
smd_7B06,-76.95373302654264,38.86150069775464,7B06
smd_7B07,-76.95183753909572,38.87203566258208,7B07
smd_7C01,-76.92816235466638,38.89816717664699,7C01
smd_7C02,-76.92477030157829,38.89226874033289,7C02
smd_7C03,-76.93178598734985,38.89378425838095,7C03
smd_7C04,-76.92490621523729,38.901840561344926,7C04
smd_7C05,-76.91597671619945,38.89314393419984,7C05
smd_7C06,-76.92137980393385,38.89871327212519,7C06
smd_7C07,-76.93100211945003,38.906497969975526,7C07
smd_7D01,-76.97011064049288,38.893474139987994,7D01
smd_7D02,-76.94313562861032,38.905335186363835,7D02
smd_7D03,-76.94458928449603,38.91023913960629,7D03
smd_7D04,-76.95862869832033,38.893489719590335,7D04
smd_7D05,-76.93780114952727,38.89321456785003,7D05
smd_7D06,-76.94138129096291,38.898130295364005,7D06
smd_7D07,-76.95425475150294,38.901323100131755,7D07
smd_7E01,-76.93690312171013,38.877801071287095,7E01
smd_7E02,-76.94078893684728,38.87229416990944,7E02
smd_7E03,-76.93317685691238,38.880284221185995,7E03
smd_7E04,-76.93402258070351,38.88586462953135,7E04
smd_7E05,-76.92980108874141,38.88593348945492,7E05
smd_7E06,-76.9242075327959,38.88489694769902,7E06
smd_7E07,-76.91994135665442,38.88773127529494,7E07
smd_7F01,-76.94725426555108,38.89407883623808,7F01
smd_7F02,-76.9437961819632,38.88552760092518,7F02
smd_7F03,-76.93739040011303,38.88390696464097,7F03
smd_7F04,-76.95389730149518,38.88206889978852,7F04
smd_7F05,-76.94943724395108,38.88565657068758,7F05
smd_7F06,-76.95485138464196,38.89016355022197,7F06
smd_7F07,-76.97035016664961,38.88561598125518,7F07
smd_8A01,-76.97871677680264,38.87316866141457,8A01
smd_8A02,-76.98361891661939,38.869904086680876,8A02
smd_8A03,-76.97316542428722,38.867268017010964,8A03
smd_8A04,-76.98179954868235,38.8609822339344,8A04
smd_8A05,-76.98312127650216,38.864608878480006,8A05
smd_8A06,-76.99367486612935,38.866457315419346,8A06
smd_8A07,-76.98927646798415,38.85864903402259,8A07
smd_8B01,-76.97632268510915,38.86030534752551,8B01
smd_8B02,-76.96996280093732,38.85818499959079,8B02
smd_8B03,-76.97214103769088,38.85354596377001,8B03
smd_8B04,-76.98559035980097,38.854831267339236,8B04
smd_8B05,-76.96734893381765,38.85247391689203,8B05
smd_8B06,-76.96985061212689,38.847131509783814,8B06
smd_8B07,-76.97724831843504,38.8443999175531,8B07
smd_8C01,-77.01227383323813,38.85364990271837,8C01
smd_8C02,-77.00000104255888,38.85276251716703,8C02
smd_8C03,-76.99358057624295,38.84675063806461,8C03
smd_8C04,-77.00277161283012,38.83422139839553,8C04
smd_8C05,-77.01793180696436,38.8423523359256,8C05
smd_8C06,-76.99491101017927,38.85852661396547,8C06
smd_8C07,-76.99739545427774,38.839205534843146,8C07
smd_8D01,-76.99605440126034,38.827203474260024,8D01
smd_8D02,-77.00477134113453,38.821211463252034,8D02
smd_8D03,-77.00211072347241,38.828719505677896,8D03
smd_8D04,-77.0267329569124,38.814397762686596,8D04
smd_8D05,-77.00839115814183,38.82353579687941,8D05
smd_8D06,-77.00878072186613,38.82714265786932,8D06
smd_8D07,-77.0252919530803,38.83422864972948,8D07
smd_8E01,-76.98448285502575,38.84908699515508,8E01
smd_8E02,-76.97830117878674,38.851262189030564,8E02
smd_8E03,-76.97482482059598,38.8483153739757,8E03
smd_8E04,-76.98766458822388,38.84261435039173,8E04
smd_8E05,-76.98314129448329,38.83803478422777,8E05
smd_8E06,-76.99502995423077,38.83420926524227,8E06
smd_8E07,-76.99309193007662,38.83081545777048,8E07
