smd_id_2022,district_area_2022,smd_id_2012,district_area_2012,overlap_area,overlap_perc,district_rank
smd_1B03,219595.07080552843,smd_1B03,153239.0076475414,51669.4602577662,0.3371821643259982,2.0
smd_1E06,142023.34648781052,smd_1B03,153239.0076475414,28565.791381780164,0.1864133148622519,3.0
smd_1E05,635398.5223513166,smd_1B03,153239.0076475414,12119.444410950406,0.0790885075347514,4.0
smd_1A09,127755.47099881605,smd_1B03,153239.0076475414,0.00038487797029653045,2.5116187856147705e-09,5.0
,,smd_1B03,153239.0076475414,8.608306956925802e-10,5.617568978732495e-15,6.0
smd_1A08,80997.35020977596,smd_1B03,153239.0076475414,2.286988957586611e-19,1.4924326336325657e-24,7.0
smd_1A10,163553.1674578274,smd_1B03,153239.0076475414,0.0,0.0,8.0
smd_1B04,122793.29940891635,smd_1B04,143582.15451260042,64571.04726563081,0.44971499059072984,1.0
smd_1B05,97018.30686895835,smd_1B04,143582.15451260042,40876.70449993487,0.28469209588540917,2.0
smd_1B03,219595.07080552843,smd_1B04,143582.15451260042,38134.40195256276,0.2655929079906387,3.0
smd_1B07,95592.42581087971,smd_1B04,143582.15451260042,0.0006701203857240213,4.6671565000455065e-09,4.0
smd_1B08,168648.9991136629,smd_1B04,143582.15451260042,0.00012435214028937717,8.660696081034522e-10,5.0
,,smd_1B04,143582.15451260042,4.1293687965001345e-14,2.875962413656184e-19,6.0
smd_1B06,132533.62870947373,smd_1B04,143582.15451260042,4.940446719802795e-16,3.440850108826883e-21,7.0
smd_1B06,132533.62870947373,smd_1B05,136285.25109726485,88517.82433814406,0.6495040631723982,1.0
smd_1B05,97018.30686895835,smd_1B05,136285.25109726485,42463.51700963385,0.31157822778143646,2.0
smd_1B07,95592.42581087971,smd_1B05,136285.25109726485,5303.7653199049255,0.038916649286720714,3.0
smd_1B03,219595.07080552843,smd_1B05,136285.25109726485,0.14442958122368665,1.05975943883032e-06,4.0
,,smd_1B05,136285.25109726485,2.2412887865001736e-10,1.6445571097789574e-15,5.0
smd_2B09,136281.29568272823,smd_1B05,136285.25109726485,2.126412170767812e-12,1.5602658054687237e-17,6.0
smd_1C09,90633.09637022167,smd_1B05,136285.25109726485,7.055784450628322e-19,5.177217926239655e-24,7.0
smd_1C08,128342.78563285778,smd_1B05,136285.25109726485,3.7354152973914645e-19,2.7408800785974643e-24,8.0
smd_1A01,85597.18720842172,smd_1B05,136285.25109726485,0.0,0.0,9.5
smd_1B04,122793.29940891635,smd_1B05,136285.25109726485,0.0,0.0,9.5
smd_1B03,219595.07080552843,smd_1B06,148373.71053786358,87049.02260479356,0.5866876435807641,1.0
smd_1B06,132533.62870947373,smd_1B06,148373.71053786358,44015.55317249414,0.29665331555661123,2.0
smd_1B09,108656.14185460705,smd_1B06,148373.71053786358,17309.134760575456,0.11665904086262187,3.0
,,smd_1B06,148373.71053786358,6.827471871180904e-11,4.601537459992684e-16,4.0
smd_1A01,85597.18720842172,smd_1B06,148373.71053786358,0.0,0.0,5.5
smd_1A08,80997.35020977596,smd_1B06,148373.71053786358,0.0,0.0,5.5
smd_1A08,80997.35020977596,smd_1B07,56560.35273380913,39892.96230610843,0.7053167170625207,1.0
smd_1A01,85597.18720842172,smd_1B07,56560.35273380913,16667.373795430794,0.2946829888751351,2.0
smd_1A09,127755.47099881605,smd_1B07,56560.35273380913,0.01168499312669613,2.0659335668731408e-07,3.0
smd_1B06,132533.62870947373,smd_1B07,56560.35273380913,0.004947276833475912,8.746898833462652e-08,4.0
,,smd_1B07,56560.35273380913,3.367180588986687e-11,5.953252457306448e-16,5.0
smd_1C09,90633.09637022167,smd_1B07,56560.35273380913,0.0,0.0,6.0
smd_1A08,80997.35020977596,smd_1B08,96186.90201614871,41104.31615117359,0.4273379773087258,1.0
smd_1B09,108656.14185460705,smd_1B08,96186.90201614871,30462.687676529582,0.31670307534611347,2.0
smd_1A09,127755.47099881605,smd_1B08,96186.90201614871,24619.897863153117,0.2559589439632821,3.0
smd_1B03,219595.07080552843,smd_1B08,96186.90201614871,0.0003252913691769083,3.3818676177167604e-09,4.0
smd_1B06,132533.62870947373,smd_1B08,96186.90201614871,1.2272027840817563e-09,1.2758522817126625e-14,5.0
,,smd_1B08,96186.90201614871,4.75446964386304e-11,4.942949137778466e-16,6.0
smd_1A01,85597.18720842172,smd_1B08,96186.90201614871,5.38712954453735e-17,5.600689315924647e-22,7.0
smd_1A10,163553.1674578274,smd_1B08,96186.90201614871,0.0,0.0,8.0
smd_1E05,635398.5223513166,smd_1B09,160741.91010777687,57433.78645269715,0.35730436707009394,1.0
smd_1A10,163553.1674578274,smd_1B09,160741.91010777687,49293.9442497318,0.3066651641546401,2.0
smd_1E04,180630.96312556526,smd_1B09,160741.91010777687,28443.92992712295,0.176954037114847,3.0
smd_1A09,127755.47099881605,smd_1B09,160741.91010777687,25570.201559148,0.15907613354851435,4.0
smd_1E06,142023.34648781052,smd_1B09,160741.91010777687,0.039713742138111296,2.470652620183708e-07,5.0
smd_1B09,108656.14185460705,smd_1B09,160741.91010777687,0.008205334865640833,5.104664278369708e-08,6.0
,,smd_1B09,160741.91010777687,7.73734811657323e-12,4.813522566320984e-17,7.0
smd_1E05,635398.5223513166,smd_1B10,576443.3751776473,449016.9027400961,0.7789436431665449,1.0
smd_1E07,230658.13384345555,smd_1B10,576443.3751776473,89110.4293979904,0.15458661376848767,2.0
smd_1E04,180630.96312556526,smd_1B10,576443.3751776473,38315.1437505474,0.06646818300017675,3.0
,,smd_1B10,576443.3751776473,0.765327989580273,1.3276724523799333e-06,4.0
smd_5E05,311207.47614507773,smd_1B10,576443.3751776473,0.09649383837296915,1.6739517275783046e-07,5.0
smd_5E06,929475.3339857816,smd_1B10,576443.3751776473,0.037467252360475226,6.499728156113968e-08,6.0
smd_1E05,635398.5223513166,smd_1B11,407627.56248044025,116828.38821178778,0.2866057130702336,1.0
smd_1E06,142023.34648781052,smd_1B11,407627.56248044025,113457.51539228781,0.2783362211865445,2.0
smd_1E07,230658.13384345555,smd_1B11,407627.56248044025,113416.9188345685,0.27823662890806294,3.0
smd_1B01,283029.0064440459,smd_1B11,407627.56248044025,29618.750209635444,0.07266130393490426,4.0
smd_1B04,122793.29940891635,smd_1B11,407627.56248044025,22331.259607975648,0.05478348782915581,5.0
smd_1B03,219595.07080552843,smd_1B11,407627.56248044025,11974.683253347685,0.02937652984131141,6.0
smd_5E05,311207.47614507773,smd_1B11,407627.56248044025,0.03899525401268056,9.566392855132735e-08,7.0
smd_5E04,167883.17950457783,smd_1B11,407627.56248044025,0.004183389474781188,1.0262773815698308e-08,8.0
smd_1B02,236398.82788130446,smd_1B11,407627.56248044025,0.003792193686778295,9.303084569901382e-09,9.0
,,smd_1B11,407627.56248044025,1.5366242470394703e-09,3.769677000468299e-15,10.0
smd_1B08,168648.9991136629,smd_1B12,193322.72271693795,149843.89860289174,0.7750971872162816,1.0
smd_1B07,95592.42581087971,smd_1B12,193322.72271693795,43478.70823381818,0.22490221337033134,2.0
smd_1B02,236398.82788130446,smd_1B12,193322.72271693795,0.11185127004935891,5.785728055006286e-07,3.0
smd_2F01,174248.37800272947,smd_1B12,193322.72271693795,0.0032628517642086983,1.6877745762903142e-08,4.0
smd_1B05,97018.30686895835,smd_1B12,193322.72271693795,0.000513181502915414,2.6545327714363483e-09,5.0
smd_1B04,122793.29940891635,smd_1B12,193322.72271693795,0.00022241197043795514,1.1504698843064066e-09,6.0
smd_2B09,136281.29568272823,smd_1B12,193322.72271693795,2.8626756536638925e-05,1.4807755722825227e-10,7.0
,,smd_1B12,193322.72271693795,1.0552572283317974e-10,5.458526620675104e-16,8.0
smd_1C01,135254.01271266915,smd_1C01,154959.7584335791,127584.1749391195,0.8233374666352898,1.0
smd_1C02,96127.55829471885,smd_1C01,154959.7584335791,27375.421588455956,0.1766614885385871,2.0
smd_1C07,129160.04016287942,smd_1C01,154959.7584335791,0.0761338059952404,4.913134013942974e-07,3.0
smd_1C03,119796.1708163967,smd_1C01,154959.7584335791,0.03832774854114396,2.473400121978927e-07,4.0
smd_2B01,150702.12140179126,smd_1C01,154959.7584335791,0.028823276143861244,1.860049114378031e-07,5.0
smd_2B08,111970.16672753848,smd_1C01,154959.7584335791,0.016906084078146477,1.0909983500905486e-07,6.0
smd_2D01,387723.882069985,smd_1C01,154959.7584335791,0.0017150834749636876,1.1067928166000785e-08,7.0
smd_2D02,408252.76135553024,smd_1C01,154959.7584335791,5.2529123567694825e-09,3.389855798607905e-14,8.0
,,smd_1C01,154959.7584335791,7.250378500813428e-10,4.678878293373942e-15,9.0
smd_1C04,330058.7469708941,smd_1C02,179011.81202873684,110259.64070891775,0.615935001491509,1.0
smd_1C02,96127.55829471885,smd_1C02,179011.81202873684,68752.08882093635,0.38406453765128945,2.0
smd_1C03,119796.1708163967,smd_1C02,179011.81202873684,0.08113280638353297,4.5322599365961776e-07,3.0
smd_2D01,387723.882069985,smd_1C02,179011.81202873684,0.0013660758247855509,7.631204942868542e-09,4.0
,,smd_1C02,179011.81202873684,1.210623818544032e-09,6.762815284779588e-15,5.0
smd_1C03,119796.1708163967,smd_1C03,119796.34283980503,119796.0317626076,0.9999974032830213,1.0
smd_1C07,129160.04016287942,smd_1C03,119796.34283980503,0.264557001476886,2.20838963198283e-06,2.0
smd_1C01,135254.01271266915,smd_1C03,119796.34283980503,0.04480568591913446,3.740154737365385e-07,3.0
smd_1C04,330058.7469708941,smd_1C03,119796.34283980503,0.0017144890194148066,1.4311697492363924e-08,4.0
smd_1C02,96127.55829471885,smd_1C03,119796.34283980503,2.1510849372689833e-08,1.7956182019224689e-13,5.0
,,smd_1C03,119796.34283980503,2.7960654090819915e-10,2.3340156659214274e-15,6.0
smd_1C04,330058.7469708941,smd_1C04,274709.40974497003,218364.63804424217,0.7948931863927186,1.0
smd_1C05,112337.86296532312,smd_1C04,274709.40974497003,55386.003041558004,0.2016166941386402,2.0
smd_3C03,611703.4789865295,smd_1C04,274709.40974497003,744.7662207540625,0.002711105605903619,3.0
smd_1D05,210141.86829017435,smd_1C04,274709.40974497003,213.95378020879247,0.0007788367366353383,4.0
smd_1C06,82575.02529113817,smd_1C04,274709.40974497003,0.029064986938629495,1.0580266240465641e-07,5.0
smd_1C03,119796.1708163967,smd_1C04,274709.40974497003,0.019593219918945103,7.132343932861534e-08,6.0
,,smd_1C04,274709.40974497003,6.768011636769158e-08,2.4636985107471664e-13,7.0
smd_1C06,82575.02529113817,smd_1C05,84752.91713428807,61831.17676879315,0.7295462959796862,1.0
smd_1C05,112337.86296532312,smd_1C05,84752.91713428807,22243.422239377705,0.26245022580324606,2.0
smd_1A03,65682.3047697429,smd_1C05,84752.91713428807,678.1998635469096,0.008002082836539129,3.0
smd_1C09,90633.09637022167,smd_1C05,84752.91713428807,0.09596693747641538,1.132314269777394e-06,4.0
smd_1D05,210141.86829017435,smd_1C05,84752.91713428807,0.022289583551739704,2.6299488330794124e-07,5.0
smd_1C04,330058.7469708941,smd_1C05,84752.91713428807,5.410367448376478e-06,6.383694663634925e-11,6.0
smd_1A01,85597.18720842172,smd_1C05,84752.91713428807,6.388534687565445e-07,7.537834570865604e-12,7.0
,,smd_1C05,84752.91713428807,2.8529696466533003e-12,3.366219999404703e-17,8.0
smd_1C09,90633.09637022167,smd_1C06,129026.54323991021,90632.99022272821,0.7024367850745754,1.0
smd_1C06,82575.02529113817,smd_1C06,129026.54323991021,20743.76511712762,0.160771300201052,2.0
smd_1C07,129160.04016287942,smd_1C06,129026.54323991021,17649.50926143776,0.13678975517944786,3.0
smd_1A01,85597.18720842172,smd_1C06,129026.54323991021,0.14078829182284228,1.091157588877371e-06,4.0
smd_1C08,128342.78563285778,smd_1C06,129026.54323991021,0.09058963881306603,7.021007967688081e-07,5.0
smd_1B06,132533.62870947373,smd_1C06,129026.54323991021,0.047260639619549245,3.6628617982637454e-07,6.0
smd_1C05,112337.86296532312,smd_1C06,129026.54323991021,4.6131202359684676e-08,3.5753265336969416e-13,7.0
,,smd_1C06,129026.54323991021,2.143498023077811e-10,1.6612845459962603e-15,8.0
smd_1C07,129160.04016287942,smd_1C07,203187.79644456232,111510.19021060233,0.5488035805389854,1.0
smd_1C08,128342.78563285778,smd_1C07,203187.79644456232,36327.84358796783,0.17878949535180133,2.0
smd_1C05,112337.86296532312,smd_1C07,203187.79644456232,34708.43740431475,0.17081949807839264,3.0
smd_1B07,95592.42581087971,smd_1C07,203187.79644456232,12838.697204820339,0.06318635975917601,4.0
smd_1C01,135254.01271266915,smd_1C07,203187.79644456232,7669.769189120162,0.03774719409003866,5.0
smd_1C04,330058.7469708941,smd_1C07,203187.79644456232,132.80807650829132,0.0006536223081907708,6.0
smd_2B08,111970.16672753848,smd_1C07,203187.79644456232,0.021452010653448702,1.0557725920956902e-07,7.0
smd_1C06,82575.02529113817,smd_1C07,203187.79644456232,0.019164649222653762,9.431988317213055e-08,8.0
smd_1C09,90633.09637022167,smd_1C07,203187.79644456232,0.01015455394551171,4.997619996475662e-08,9.0
smd_1C03,119796.1708163967,smd_1C07,203187.79644456232,1.468817459461938e-08,7.228866522319363e-14,10.0
,,smd_1C07,203187.79644456232,1.0111045994275498e-09,4.976207317172315e-15,11.0
smd_1C08,128342.78563285778,smd_1C08,139664.38925442714,92014.85145525198,0.6588282950754768,1.0
smd_1B07,95592.42581087971,smd_1C08,139664.38925442714,33971.2539295333,0.24323490125781266,2.0
smd_1B05,97018.30686895835,smd_1C08,139664.38925442714,13678.084846208167,0.09793537865468877,3.0
smd_1B06,132533.62870947373,smd_1C08,139664.38925442714,0.1989909172687547,1.424779203424949e-06,4.0
smd_2B08,111970.16672753848,smd_1C08,139664.38925442714,3.2483826033150356e-05,2.325848858578721e-10,5.0
smd_1C07,129160.04016287942,smd_1C08,139664.38925442714,3.152273591282414e-08,2.2570346013828234e-13,6.0
smd_2B09,136281.29568272823,smd_1C08,139664.38925442714,2.298864940082133e-09,1.6459921905320348e-14,7.0
,,smd_1C08,139664.38925442714,8.023003461056421e-10,5.744487556123477e-15,8.0
smd_1C09,90633.09637022167,smd_1C08,139664.38925442714,0.0,0.0,9.5
smd_1C01,135254.01271266915,smd_1C08,139664.38925442714,0.0,0.0,9.5
smd_1D01,232034.30159315933,smd_1D01,138365.74090013525,44883.24538920806,0.3243812022919915,1.0
smd_1D03,291365.0692277523,smd_1D01,138365.74090013525,40647.4161244052,0.2937679215965913,2.0
smd_1D06,115019.96121963325,smd_1D01,138365.74090013525,32153.70764806872,0.2323820003339952,3.0
smd_1D05,210141.86829017435,smd_1D01,138365.74090013525,20681.149564584663,0.1494672700774332,4.0
smd_1A02,90454.73466510409,smd_1D01,138365.74090013525,0.07388890027480867,5.340115247757578e-07,5.0
smd_1A05,138992.0027073077,smd_1D01,138365.74090013525,0.07074473845445617,5.112879676300495e-07,6.0
smd_1D04,70963.37546461003,smd_1D01,138365.74090013525,0.063295403147297,4.5744996366535643e-07,7.0
smd_1D02,70215.36109642834,smd_1D01,138365.74090013525,0.014244319945089678,1.0294687003028042e-07,8.0
smd_1D07,85585.8155400558,smd_1D01,138365.74090013525,5.071335742274544e-07,3.6651671933262396e-12,9.0
,,smd_1D01,138365.74090013525,4.700999953326324e-10,3.39751727757469e-15,10.0
smd_1D02,70215.36109642834,smd_1D02,75190.72832957223,55759.276924372156,0.7415711772330611,1.0
smd_1D06,115019.96121963325,smd_1D02,75190.72832957223,19431.20918075718,0.25842560130003367,2.0
smd_1D07,85585.8155400558,smd_1D02,75190.72832957223,0.21766408018676053,2.89482606462736e-06,3.0
smd_4C04,151767.11715538573,smd_1D02,75190.72832957223,0.024560361411599237,3.2664082337316236e-07,4.0
smd_1D03,291365.0692277523,smd_1D02,75190.72832957223,8.591380927535676e-10,1.142611744612762e-14,5.0
,,smd_1D02,75190.72832957223,3.919808496572155e-10,5.213154046588094e-15,6.0
smd_4E06,1873558.976804704,smd_1D02,75190.72832957223,0.0,0.0,7.0
smd_1D03,291365.0692277523,smd_1D03,354911.8228280448,250717.55529575993,0.7064221002782228,1.0
smd_1D01,232034.30159315933,smd_1D03,354911.8228280448,89699.13561650469,0.2527363977388942,2.0
smd_1D02,70215.36109642834,smd_1D03,354911.8228280448,14456.029736572153,0.0407313276333883,3.0
smd_3C04,432070.49934794963,smd_1D03,354911.8228280448,39.095247820792956,0.00011015481960919248,4.0
smd_4E06,1873558.976804704,smd_1D03,354911.8228280448,0.006931387683280512,1.9529886685794565e-08,5.0
