anc_id_2022,district_area_2022,anc_id_2012,district_area_2012,overlap_area,overlap_perc,district_rank
anc_7D_2022,6105057.581242257,anc_6A,2113280.4425556595,711988.8259507754,0.3369116618945964,2.0
anc_6B_2022,3899149.8539809,anc_6A,2113280.4425556595,17564.727732001407,0.00831159337790483,3.0
anc_5D_2022,3613812.1743651237,anc_6A,2113280.4425556595,13.591762004067794,6.431594089628175e-06,4.0
,,anc_6A,2113280.4425556595,6.492110429142107,3.07205342859795e-06,5.0
anc_6C_2022,1999719.4562194017,anc_6A,2113280.4425556595,0.06582924787927094,3.1150265981575766e-08,6.0
anc_6B_2022,3899149.8539809,anc_6B,4054998.26950947,3520708.179487848,0.8682391324210714,1.0
anc_7D_2022,6105057.581242257,anc_6B,4054998.26950947,464969.4706837195,0.11466576303618657,2.0
anc_6/8F_2022,1821084.4064386499,anc_6B,4054998.26950947,68792.32773106005,0.01696482295647978,3.0
anc_6C_2022,1999719.4562194017,anc_6B,4054998.26950947,522.3986826242473,0.00012882833675967054,4.0
anc_8A_2022,3751684.324149637,anc_6B,4054998.26950947,5.956204298357022,1.4688549544257978e-06,5.0
,,anc_6B,4054998.26950947,0.3600240951207966,8.8785264799718e-08,6.0
anc_7F_2022,3833520.707017204,anc_6B,4054998.26950947,0.07732732517458561,1.9069632102195653e-08,7.0
anc_7B_2022,7282817.150080398,anc_6B,4054998.26950947,0.01903352822274229,4.693843734992459e-09,8.0
anc_6A_2022,1490568.3921970315,anc_6B,4054998.26950947,0.0004032732891100553,9.94509152179833e-11,9.0
anc_6D_2022,8295508.436712691,anc_6B,4054998.26950947,3.630949000239893e-05,8.954255363169676e-12,10.0
anc_6C_2022,1999719.4562194017,anc_6C,2663314.4252611757,1859889.2907921933,0.6983363560649828,1.0
anc_6E_2022,1745180.5359229217,anc_6C,2663314.4252611757,697053.4619577954,0.26172405906953305,2.0
anc_6A_2022,1490568.3921970315,anc_6C,2663314.4252611757,106371.63860829126,0.03993957213589605,3.0
anc_5F_2022,2086203.0104829306,anc_6C,2663314.4252611757,0.032660684340308,1.2263172545654334e-08,4.0
anc_5D_2022,3613812.1743651237,anc_6C,2663314.4252611757,0.007516020335516238,2.822055204683234e-09,5.0
,,anc_6C,2663314.4252611757,0.002693801914911557,1.0114471987840457e-09,6.0
anc_6B_2022,3899149.8539809,anc_6C,2663314.4252611757,0.00023320911539927497,8.756349351293943e-11,7.0
anc_5E_2022,2045104.8344009966,anc_6C,2663314.4252611757,7.217817360772353e-08,2.7100883366651474e-14,8.0
anc_6D_2022,8295508.436712691,anc_6D,9865321.123137653,8134792.726642758,0.8245846866113464,1.0
anc_6/8F_2022,1821084.4064386499,anc_6D,9865321.123137653,1500509.1612640568,0.15209937340456503,2.0
anc_6B_2022,3899149.8539809,anc_6D,9865321.123137653,230013.98031239866,0.023315407318362385,3.0
anc_8C_2022,7088387.939738291,anc_6D,9865321.123137653,3.7709344006217975,3.822414246382338e-07,4.0
,,anc_6D,9865321.123137653,1.3152885050321397,1.3332444921101705e-07,5.0
anc_2A_2022,6778235.525591391,anc_6D,9865321.123137653,0.17993669765252207,1.8239314808567877e-08,6.0
anc_2C_2022,3046948.6700746496,anc_6D,9865321.123137653,0.001298087726612625,1.3158088930000992e-10,7.0
anc_2G_2022,1089239.6343951726,anc_6E,1529506.8345961687,859399.8601088903,0.56188036605655,1.0
anc_6E_2022,1745180.5359229217,anc_6E,1529506.8345961687,645717.5228445393,0.42217367601042866,2.0
anc_5E_2022,2045104.8344009966,anc_6E,1529506.8345961687,24363.64321229853,0.01592908423892803,3.0
,,anc_6E,1529506.8345961687,25.64136779045234,1.676446761169417e-05,4.0
anc_1B_2022,1464265.706897377,anc_6E,1529506.8345961687,0.07033637646871665,4.5986310670711954e-08,5.0
anc_2F_2022,776324.8059662995,anc_6E,1529506.8345961687,0.06822682743737396,4.460707588494542e-08,6.0
anc_2C_2022,3046948.6700746496,anc_6E,1529506.8345961687,0.029458885686053767,1.9260381856241728e-08,7.0
anc_7B_2022,7282817.150080398,anc_7B,5985974.233707722,5985952.375196811,0.999996348378717,1.0
anc_6B_2022,3899149.8539809,anc_7B,5985974.233707722,11.615213228952712,1.9404048155680464e-06,2.0
anc_8B_2022,1907120.6529654264,anc_7B,5985974.233707722,7.5173980935257365,1.255835357792619e-06,3.0
,,anc_7B,5985974.233707722,2.307729079601847,3.8552272186651825e-07,4.0
anc_8A_2022,3751684.324149637,anc_7B,5985974.233707722,0.3199438941611193,5.344892605108083e-08,5.0
anc_7F_2022,3833520.707017204,anc_7B,5985974.233707722,0.10886603247039925,1.8186852836312235e-08,6.0
anc_7C_2022,4342032.145015775,anc_7C,3390892.362854249,3294203.0523899985,0.9714855854690524,1.0
anc_7F_2022,3833520.707017204,anc_7C,3390892.362854249,96689.30077848866,0.028514411674542637,2.0
anc_7E_2022,2431661.761649581,anc_7C,3390892.362854249,0.009685764398514787,2.856405736914012e-09,3.0
,,anc_7C,3390892.362854249,1.7019163030642433e-10,5.019080881799718e-17,4.0
anc_7D_2022,6105057.581242257,anc_7D,6123909.217837708,4928098.609800661,0.804730840138209,1.0
anc_7C_2022,4342032.145015775,anc_7D,6123909.217837708,666079.1328129977,0.10876698349362267,2.0
anc_7F_2022,3833520.707017204,anc_7D,6123909.217837708,529730.4236442292,0.08650200465108654,3.0
,,anc_7D,6123909.217837708,4.100000000133877,6.695069855365274e-07,4.0
anc_5C_2022,8748071.008190794,anc_7D,6123909.217837708,0.6491148826299437,1.0599681666397068e-07,5.0
anc_5D_2022,3613812.1743651237,anc_7D,6123909.217837708,0.45008551812721537,7.349643865003867e-08,6.0
anc_7E_2022,2431661.761649581,anc_7D,6123909.217837708,0.007686434778494395,1.2551516531475296e-09,7.0
anc_7E_2022,2431661.761649581,anc_7E,3278358.368478792,1924379.9673840478,0.5869949990479502,1.0
anc_7B_2022,7282817.150080398,anc_7E,3278358.368478792,972231.9951454778,0.29656062146634943,2.0
anc_7C_2022,4342032.145015775,anc_7E,3278358.368478792,381741.3772853072,0.11644284558873319,3.0
,,anc_7E,3278358.368478792,4.960208057476297,1.5130158146126987e-06,4.0
anc_7F_2022,3833520.707017204,anc_7E,3278358.368478792,0.07260760181388384,2.214754875854981e-08,5.0
anc_7F_2022,3833520.707017204,anc_7F,4039014.3138788156,3207100.7237935327,0.7940305417520629,1.0
anc_7E_2022,2431661.761649581,anc_7F,4039014.3138788156,507281.67657202075,0.1255954144130921,2.0
anc_7B_2022,7282817.150080398,anc_7F,4039014.3138788156,324631.6937367007,0.0803739894214301,3.0
anc_7D_2022,6105057.581242257,anc_7F,4039014.3138788156,0.20099058539438036,4.976228598738528e-08,4.0
anc_6B_2022,3899149.8539809,anc_7F,4039014.3138788156,0.09228423971184142,2.284820813700396e-08,5.0
anc_7C_2022,4342032.145015775,anc_7F,4039014.3138788156,0.02436293510220893,6.031901154322055e-09,6.0
,,anc_7F,4039014.3138788156,0.003884018674412896,9.616253800009262e-10,7.0
anc_8A_2022,3751684.324149637,anc_8A,3749553.233215247,3302403.6368227703,0.8807458999564476,1.0
anc_6/8F_2022,1821084.4064386499,anc_8A,3749553.233215247,243597.19242044346,0.06496699133714086,2.0
anc_8B_2022,1907120.6529654264,anc_8A,3749553.233215247,201600.75384240085,0.05376660666036949,3.0
anc_8C_2022,7088387.939738291,anc_8A,3749553.233215247,1950.7381842893944,0.0005202588316412923,4.0
anc_7B_2022,7282817.150080398,anc_8A,3749553.233215247,0.5449595953027188,1.4533987422160565e-07,5.0
anc_6B_2022,3899149.8539809,anc_8A,3749553.233215247,0.31834613326499206,8.490241729199557e-08,6.0
,,anc_8A,3749553.233215247,0.04863960489285315,1.2972106773143376e-08,7.0
anc_8B_2022,1907120.6529654264,anc_8B,2389410.775463458,1560063.1064838062,0.6529070357026456,1.0
anc_8E_2022,2859323.828075358,anc_8B,2389410.775463458,482059.32021836465,0.20174819883151435,2.0
anc_8A_2022,3751684.324149637,anc_8B,2389410.775463458,347286.8048358959,0.14534411931265145,3.0
,,anc_8B,2389410.775463458,0.730162664220943,3.0558272847803587e-07,4.0
anc_7B_2022,7282817.150080398,anc_8B,2389410.775463458,0.5220082766290893,2.1846736525570362e-07,5.0
anc_8C_2022,7088387.939738291,anc_8B,2389410.775463458,0.3098589193258332,1.2968005439154007e-07,6.0
