smd_id,Name,official_name,is_vacant,is_chairperson,oanc_hash_id
smd_4A05,Vacant,Vacant,True,False,1b13a1ec0b7719913a09142b711b9db34126f1b43e1f3237945e6076
smd_4A06,Candace Tiana Nelson,Candace Tiana Nelson,False,False,beb15b6e552bba18c845fa89a0f7349c3a32df3c61bd7bb019657ccd
smd_4A07,Marlene Moss,Marlene Moss,False,False,affdbfe9cc15c8dd84a842eb70ea0cd1cff19bec566e65866cf0178f
smd_4A08,Pavan Ishwar Khoobchandani,Pavan Ishwar Khoobchandani,False,False,d65d8bedc688e7c2ea9a3a4476e7d6772dab8be823b7de820d8a983c
smd_4B01,Evan Yeats,Evan Yeats,False,False,320d2076fa19f6ba47f174ba5dc6a2d820956852e0e5f3e34f9757bf
smd_4B02,Erin Palmer,Erin Palmer,False,False,64f42937d068f6a34782cb9e443ac2275714df2d250aa5d2c792e71a
smd_4B03,"Jocelynn ""J.J"" Johnson","Jocelynn ""J.J"" Johnson",False,False,d5c43999771cd8db4d98c778887234d221228646cc5cd6766a33046c
smd_4B04,Brenda Parks,Brenda Parks,False,False,371cf70f757c55891d0401fe3b7561d5db0a8ea47c933193d7dc9ba5
smd_4B05,Vacant,Vacant,True,False,da98a572ceedb4fe61f13d72f55e3bb990c51ef05551ae170ed1b3a7
smd_4B06,Tiffani Nichole Johnson,Tiffani Nichole Johnson,False,False,094970c1486d99f8a0db62e39ac98c2f00fe0d0e6bbe70bad9098923
smd_4B07,Geoff Bromaghim,Geoff Bromaghim,False,False,81dfe4574b9e5df3338bf7860ec427b2c9e8a3ddc3e0fbe1204a4524
smd_4B08,Alison Brooks  Chairperson,Alison Brooks,False,True,5b66111af32a3ef7a53cccf74716cb57d2af0ceb0b252993f9cbe09b
smd_4B09,LaRoya A. Huff,LaRoya A. Huff,False,False,15b877548d028985e7e8b56b4c643780bba1b92d629b2682cdfc4e48
smd_4C01,Vanessa Rubio,Vanessa Rubio,False,False,3f45b3b56deb46a0738e787984d3af38a11023eb9eeb2d990a9955c5
smd_4C02,Maria Barry,Maria Barry,False,False,394289d514f68c5de268d3ed3e67a896855e25d50e3a00073c4d8f63
smd_4C03,Ulysses E. Campbell,Ulysses E. Campbell,False,False,1f37cd17ccb537942e6ac9652d9b7086cf0cef19c34b4bb56d25d8a2
smd_4C04,Yvette D. Marbury-Long,Yvette D. Marbury-Long,False,False,cc5416dd767e38994834bff41b0cf2cc94be37ced26d694513e33b8a
smd_4C05,Audrey Anderson Duckett,Audrey Anderson Duckett,False,False,5c87a2f14283c7b56c80da9866b2812244fb639a6b842940b4b9a2da
smd_4C06,Namatie Sia Mansaray  Chairperson,Namatie Sia Mansaray,False,True,d30c03318892edd52ba3f0ec47aaebb6b95877369cbcb5d8a93a705e
smd_4C07,Paul Johnson,Paul Johnson,False,False,1b21246ed783548d3d0b97658b03728c073fbfdfba3edcdd76d4e540
smd_4C08,Vacant,Vacant,True,False,61da61e4df0c14356ee44b710d83da61257a060d7be3afae79251a1e
smd_4C09,Alan Wehler,Alan Wehler,False,False,f907c367efa56ef327930abbba774f8e467d57f6556df4f62e32ac9d
smd_4C10,Jonah Goodman,Jonah Goodman,False,False,2d767f9f65c43983bbcfa01f640bd063d03dc259c8105061ca638ca6
smd_4D01,Erik Lindsjo,Erik Lindsjo,False,False,38c2f245e5ff37a2afbae2e342d06cf2236f6f6eb72f1c82a9c40070
smd_4D02,Renée L. Bowser  Chairperson,Renée L. Bowser,False,True,9e8adf00d73185219376f83df0b03cb14604a404601c17783dc52d54
smd_4D03,Aryan Rodriguez Bocquet,Aryan Rodriguez Bocquet,False,False,b6579c4d709f6138c01232cca8c5422bc753c366e0fea2f6b721ad0c
smd_4D04,Zachary Israel,Zachary Israel,False,False,c47786d48f90522b68185c80f734b6589167c5e8539e4dacbfd15a97
smd_4D05,Eric Smith,Eric Smith,False,False,6528094d19c90912e04154e7084096916d1e5bc28ab910d460a4c61b
smd_4D06,Jonathan Nobil,Jonathan Nobil,False,False,ab2d7ee5aeb2884c4ad3978e4034443afe553f175a6cae61264c96ef
smd_5A01,"Damion McDuffie, Sr.","Damion McDuffie, Sr.",False,False,164b62239d0572bb35df82d3294d70c7eea6dac9683ef3b5fa761ec0
smd_5A02,Charles T. Lockett,Charles T. Lockett,False,False,c0c445116d68081be2d3731e2d6d32f8f4ec3edbe31add3c5efa52b6
smd_5A03,Emily Singer Lucio,Emily Singer Lucio,False,False,cf9e58f7f93b32ac07c281a05dbc72df8acfba1302bc14f6eb3cf04d
smd_5A04,Diego Rojas,Diego Rojas,False,False,4245462c48631b5bc6ea0d2c57e03cf9586bf0ac39224fbc51d51e53
smd_5A05,Ronnie Edwards  Chairperson,Ronnie Edwards,False,True,2762662e3a06725ce145e6958162daf4e9a42fa51dcec4bd68a38b03
smd_5A06,"Derrick O. Holloway, Sr.","Derrick O. Holloway, Sr.",False,False,6ea9e88017565ac9711d0ceded3872e1c22140c49e1393fcef8f6ca1
smd_5A07,Sandi Washington,Sandi Washington,False,False,b509a279391fc4cd8f6738d7b9567451e08e7d9f29bc3dcca3da8e5d
smd_5A08,Gordon-Andrew Fletcher,Gordon-Andrew Fletcher,False,False,390d9716a9f1d07f42418020e3a6d6b98b2e95ab00d0e573117476f5
smd_5B01,Gayle Carley  Chairperson,Gayle Carley,False,True,53439a5792b56eeba43814c63535cb98ad374f24fcc7fd70903adfee
smd_5B02,Ursula Higgins,Ursula Higgins,False,False,8ed700505366ae56d707a3eadb989445e426244c830c7c5c67babe97
smd_5B03,Prita Piekara,Prita Piekara,False,False,4957a19999a1c44345836761f4b2262b7331b4b230eaa6b8a13224b2
smd_5B04,Ra Amin,Ra Amin,False,False,3d46e8598eee10b005321964fb0df95a6d4d568df9fc434ca9d89d42
smd_5B05,Colleen Costello,Colleen Costello,False,False,706c65d07a45216cd87a93496d6ad18a66d1463191ccd20812b93d25
smd_5C01,Gail Brevard,Gail Brevard,False,False,069de4b41f04a0e1f811c8589837df80cbca13261649763cd85d172c
smd_5C02,Lauren Rogers,Lauren Rogers,False,False,04e138dfeb6420a7aaefa180563e238c02dee30a5c28a480b5b93af6
smd_5C03,Tequia Hicks Delgado,Tequia Hicks Delgado,False,False,7d812efa0c070a8bd3bf8a92201a12208a438b84590b24c2e5218f9e
smd_5C04,Jacqueline Manning  Chairperson,Jacqueline Manning,False,True,9caf35dd21033c9b579e3075692b33e42d94357f439050f3539e03dd
smd_5C05,Darlene Oliver,Darlene Oliver,False,False,d57ab6c2d824b16821997019a29a5105b9c86ce2f7e2ebf4cded4639
smd_5C06,Harry Thomas Jr.,Harry Thomas Jr.,False,False,8b403a3bc90595a50b392c76dd40fc0c21608e531955ba167eef0ed3
smd_5C07,Jeremiah Montague Jr.,Jeremiah Montague Jr.,False,False,1d82f13322f22d77ea2d63f4df54c52a1313bfb6cf00c44a6d4d7a17
smd_5D01,Sebrena L. Rhodes,Sebrena L. Rhodes,False,False,0abc72f17d3df506d27126defb83d10880a14f1e0c85e2d6fce9aabd
smd_5D02,Salvador Sauceda-Guzman,Salvador Sauceda-Guzman,False,False,309c97c29fe3d3c1ec7f7a38062c41f56efd16b48f5f07a36a0189f0
smd_5D03,Latoya Moore,Latoya Moore,False,False,290cd2648746102beddd5eec9974a796e968f5a2c4c8806ef2b1de97
smd_5D04,Bernice S Blacknell,Bernice S Blacknell,False,False,b064c0c2ba7f6ec24da8155f952290e8f0e6c07d72549e59631566cb
smd_5D05,Sydelle Moore  Chairperson,Sydelle Moore,False,True,c735e6124fd3de2bdde0ac11fbf19339efad957146e6ff3a3e5e7a6f
smd_5D06,Vacant,Vacant,True,False,37cf73d2ec428c67c6af9dee0d8c92067d3ffc86fe3f8a862b2893ed
smd_5D07,Stephen Cobb,Stephen Cobb,False,False,3a65fda2157c9d93528c1d211aa80caa6ecd825e5be5d25fd6bf2a98
smd_5E01,Michael Braeuninger,Michael Braeuninger,False,False,2382fcff406374ebdab4549c803485eac0c16af534d67638bb0068fb
smd_5E02,Patricia Williams,Patricia Williams,False,False,9a10ce354fdfdf0009d9e65b8652e1d21d88f5dff2f408dd4d166b14
smd_5E03,Denise L. Wright,Denise L. Wright,False,False,65666977afbb05eed264cc9dcaa8dc50b50671c1812e092afc0c0112
smd_5E04,Sylvia M. Pinkney,Sylvia M. Pinkney,False,False,050a43117dba86698a8e43c834d9fc4a4cef65a3bf02aeaddd674c94
smd_5E05,Bradley Ashton Thomas  Chairperson,Bradley Ashton Thomas,False,True,7398866a6281154466a7a45f2b2c0dbe658cab94c82e3d92f69a14ef
smd_5E06,Karla M. Lewis,Karla M. Lewis,False,False,2d78671becc8d5e7038c443ff0aa8bcde1bbd544ebdc6ffc3bdf0a77
smd_5E07,Bertha G. Holliday,Bertha G. Holliday,False,False,a0ba2ca429f669e0cc2b21b6d352860fdd23d4fd0af9c55e149be1dd
smd_5E08,Robert Vinson Brannum,Robert Vinson Brannum,False,False,e14de627e78919f1f0c01a83581f69e72b84eb83c59ca323e1ac246c
smd_5E09,Dianne Barnes,Dianne Barnes,False,False,0791d93150c211b47e2107a3d4d744544f5b5f143dde5a6f7d913d25
smd_5E10,Sally Hobaugh,Sally Hobaugh,False,False,81e52a1a95b4ac3132848db8c58aa2845908677eba51bbb9d468c0f3
smd_6A01,Keya Chatterjee,Keya Chatterjee,False,False,5d400de50dd3aaf8245279efa068c90cb7d4dca9817609abbbddd530
smd_6A02,Phil Toomajian,Phil Toomajian,False,False,3ef5fd60eb96eac687b43f60161e428f74c795a29a8d23450a0368f3
smd_6A03,Mike Soderman,Mike Soderman,False,False,21d963aefe6b30117479df234b6dd28e1a7dd7cd1df2c870bd315a72
smd_6A04,Amber Gove  Chairperson,Amber Gove,False,True,728a6e4d83f2b595c3f9c0d1bc3c0fe9030eb627cee0a064f5ec2299
smd_6A05,Laura Gentile,Laura Gentile,False,False,a0139868462bd3ae496d49b06a86e4ee609ad56f22a408184f2fa358
smd_6A06,Robb Dooling,Robb Dooling,False,False,926695d74ee8040d0dc24ff824038f991739cbca43f007d4fabf7045
smd_6A07,Sondra Phillips-Gilbert,Sondra Phillips-Gilbert,False,False,4355b585953c3013cc96b333b88eb05d90b71075e6f9a9b5067309b8
smd_6A08,Brian Alcorn,Brian Alcorn,False,False,1a0b9e73871663e97c5878fcc26b1e9d080dfe8033cf15aeb2bbcf05
smd_6B01,Jennifer E. Samolyk,Jennifer E. Samolyk,False,False,696d63b0bbff33c9d79b87de13ae7fc0d59521948a17f8094bc5a97d
smd_6B02,Gerald Sroufe,Gerald Sroufe,False,False,92490e10fca3f5ae160ab4d67309a9aee18a1c266df4b5d7ea6b1b2b
smd_6B03,Brian Ready,Brian Ready,False,False,feab3b2b50f12b148d995840c1f85ca5122f7c731ff06c68ee749d7b
smd_6B04,Kirsten Oldenburg,Kirsten Oldenburg,False,False,e3c6509cd05bb1f5fca6239d616f71e977d1776c0a8579d5dc0d9701
smd_6B05,Steve Holtzman,Steve Holtzman,False,False,07caf3dd346a20a3cdd7b9e271fed367b7b48b61d651933c31e0dd8f
smd_6B06,Corey Holman  Chairperson,Corey Holman,False,True,b03e6e6096d969af7eaa91d02571b26703f3b7a66aade473049c8fa9
smd_6B07,Edward Ryder,Edward Ryder,False,False,a044f87dfd08a3b191a5fb7c48fdc80322026215a5bc1964470ca839
smd_6B08,Peter Wright,Peter Wright,False,False,de01d1a8cd9da349da7bdb718e0db90efbe8dd9fda11bfc010832e22
smd_6B09,Alison Horn,Alison Horn,False,False,0e4747bdc7540c9ac071cb024e84de73330b3419182e4ed40827dd9f
smd_6B10,Kathryn Denise Rucker Krepp,Kathryn Denise Rucker Krepp,False,False,48ce835ee3fc2a754988a17fa077392c11c3c0e207bec3c7c19b5a4d
smd_6C01,Christine Healey,Christine Healey,False,False,eff1a24fc82ee8f363c9eb884dc71efb44924edf21b09c1b98850691
smd_6C02,Karen Wirt  Chairperson,Karen Wirt,False,True,df72d0218c0b56757faafa58b5e73c480e6cd9bf43139091624cce9e
smd_6C03,Jay Adelstein,Jay Adelstein,False,False,61f8f10ef08755468a2ec9000e1e0846768f067d1cacb9edc5ececdd
smd_6C04,Mark Eckenwiler,Mark Eckenwiler,False,False,489654b9a35559fc68ac1abd069aa48c0a1dc9be7e77c99460317543
smd_6C05,Joel Kelty,Joel Kelty,False,False,4414671c016b81df93cf6cc32fbe346e0e42188c3dd5ed80e6b7aa90
smd_6C06,Drew Courtney,Drew Courtney,False,False,70bb1ccba5e1b985609f229185a4c4b66f4a463f372e262e669e4336
smd_6D01,Dr. Marjorie Lightman,Dr. Marjorie Lightman,False,False,56a93943ebac68b6aaaa2bd1c9d0eadce54fcfcd9b48ac6dee007a12
smd_6D02,Jared Weiss,Jared Weiss,False,False,609bb6ebf19a7fe2cef445e887a4080975cd431a9b7836494179031e
smd_6D03,Ronald R. Collins,Ronald R. Collins,False,False,9ba6d8aae0eec9268fd44bf7adcef60bea506cdcaf5293c17558ab66
smd_6D04,Andy Litsky,Andy Litsky,False,False,4ad62493f84ae37900cf6e27cac300512a0529b35580c43022d64d75
smd_6D05,Fredrica Kramer,Fredrica Kramer,False,False,8240801307515b054d23d0ceda93a5a3e9f419a68b10cce02bda2973
smd_6D06,Rhonda N. Hamilton,Rhonda N. Hamilton,False,False,6e3271e3afa3a171be03cc2d746abbbe3fc7fa806d33fe9ffbf524c9
smd_6D07,Edward Daniels  Chairpeson,Edward Daniels,False,True,a8afbebf6ea8643ce2e98ca7e815b7ff85c4229f73b213f8ae90d901
smd_6E01,Michael Eichler  Chairperson,Michael Eichler,False,True,e8d8b45df681322505394f0b6ba4ddc50b4f121f4400f0fbcfc76aee
