smd_id,lon,lat,smd_name,map_color_id,number_of_candidates,map_display_box
smd_2022_3E03,-77.08422418,38.95393061,3E03,6,2,"<b><a href=""map_2022/ancs/districts/3E03.html"">District 3E03</a></b><br/>Candidates: <a href=""people/JonathanBender.html"">Jonathan Bender</a>, <a href=""people/ThomasMarabello.html"">Thomas Marabello</a>"
smd_2022_3E04,-77.08174644,38.95901614,3E04,7,2,"<b><a href=""map_2022/ancs/districts/3E04.html"">District 3E04</a></b><br/>Candidates: <a href=""people/EarleDouglass.html"">Earle Douglass</a>, <a href=""people/TomQuinn.html"">Tom Quinn</a>"
smd_2022_3E05,-77.07595311,38.94893938,3E05,8,1,"<b><a href=""map_2022/ancs/districts/3E05.html"">District 3E05</a></b><br/>Candidates: <a href=""people/JeffreyDenny.html"">Jeffrey Denny</a>"
smd_2022_3E06,-77.08793145,38.94345028,3E06,11,1,"<b><a href=""map_2022/ancs/districts/3E06.html"">District 3E06</a></b><br/>Candidates: <a href=""people/AlexandraGianinno.html"">Alexandra Gianinno</a>"
smd_2022_3E07,-77.08809282,38.93821522,3E07,1,0,"<b><a href=""map_2022/ancs/districts/3E07.html"">District 3E07</a></b><br/>Candidates: (no known candidates)"
smd_2022_3E08,-77.09105144,38.93725412,3E08,12,1,"<b><a href=""map_2022/ancs/districts/3E08.html"">District 3E08</a></b><br/>Candidates: <a href=""people/RohinGhosh.html"">Rohin Ghosh</a>"
smd_2022_3F01,-77.06997619,38.94732188,3F01,2,1,"<b><a href=""map_2022/ancs/districts/3F01.html"">District 3F01</a></b><br/>Candidates: <a href=""people/RyanCudemasBrunoli.html"">Ryan Cudemas-Brunoli</a>"
smd_2022_3F02,-77.06207232,38.9501045,3F02,12,2,"<b><a href=""map_2022/ancs/districts/3F02.html"">District 3F02</a></b><br/>Candidates: <a href=""people/KathyHudson.html"">Kathy Hudson</a>, <a href=""people/TeriHuet.html"">Teri Huet</a>"
smd_2022_3F03,-77.05174692,38.95150939,3F03,11,1,"<b><a href=""map_2022/ancs/districts/3F03.html"">District 3F03</a></b><br/>Candidates: <a href=""people/MitchellBaer.html"">Mitchell Baer</a>"
smd_2022_3F04,-77.07061828,38.95202366,3F04,9,1,"<b><a href=""map_2022/ancs/districts/3F04.html"">District 3F04</a></b><br/>Candidates: <a href=""people/ClaudetteDavid.html"">Claudette David</a>"
smd_2022_3F05,-77.06614206,38.94419278,3F05,9,2,"<b><a href=""map_2022/ancs/districts/3F05.html"">District 3F05</a></b><br/>Candidates: <a href=""people/JamesTandaric.html"">James Tandaric</a>, <a href=""people/AndrewKoval.html"">Andrew Koval</a>"
smd_2022_3F06,-77.06339672,38.95497977,3F06,1,2,"<b><a href=""map_2022/ancs/districts/3F06.html"">District 3F06</a></b><br/>Candidates: <a href=""people/BridgetSchwartz.html"">Bridget Schwartz</a>, <a href=""people/CourtneyCarlson.html"">Courtney Carlson</a>, <a href=""people/RonaWalters.html"">Rona Walters</a>"
smd_2022_4A01,-77.04029268,38.98595495,4A01,4,2,"<b><a href=""map_2022/ancs/districts/4A01.html"">District 4A01</a></b><br/>Candidates: <a href=""people/NeenaMurphyMartin.html"">Neena Murphy Martin</a>, <a href=""people/PaulaYEds.html"">Paula Y. Edwards</a>"
smd_2022_4A02,-77.03229163,38.981857500000004,4A02,11,2,"<b><a href=""map_2022/ancs/districts/4A02.html"">District 4A02</a></b><br/>Candidates: <a href=""people/StaceyLincoln.html"">Stacey Lincoln</a>, <a href=""people/JoanHoyte.html"">Joan Hoyte</a>"
smd_2022_4A03,-77.03093924,38.97435177,4A03,1,1,"<b><a href=""map_2022/ancs/districts/4A03.html"">District 4A03</a></b><br/>Candidates: <a href=""people/StephenASteveWhatley.html"">Stephen A. ""Steve"" Whatley</a>"
smd_2022_4A04,-77.03176267,38.968396399999996,4A04,2,1,"<b><a href=""map_2022/ancs/districts/4A04.html"">District 4A04</a></b><br/>Candidates: <a href=""people/PatienceRSingleton.html"">Patience R. Singleton</a>"
smd_2022_4A05,-77.03193296,38.96579978,4A05,3,2,"<b><a href=""map_2022/ancs/districts/4A05.html"">District 4A05</a></b><br/>Candidates: <a href=""people/JonathanLaBroi.html"">Jonathan La Broi</a>, <a href=""people/KimPatterson.html"">Kim Patterson</a>"
smd_2022_4A06,-77.03031738,38.9631179,4A06,6,0,"<b><a href=""map_2022/ancs/districts/4A06.html"">District 4A06</a></b><br/>Candidates: (no known candidates)"
smd_2022_4A07,-77.0404195,38.96731387,4A07,7,1,"<b><a href=""map_2022/ancs/districts/4A07.html"">District 4A07</a></b><br/>Candidates: <a href=""people/CarolynCSteptoe.html"">Carolyn C. Steptoe</a>"
smd_2022_4B01,-77.0235998,38.97919366,4B01,7,2,"<b><a href=""map_2022/ancs/districts/4B01.html"">District 4B01</a></b><br/>Candidates: <a href=""people/TMichelleColson.html"">T. Michelle Colson</a>, <a href=""people/MaxineDavis.html"">Maxine Davis</a>"
smd_2022_4B02,-77.02449467,38.97186881,4B02,8,1,"<b><a href=""map_2022/ancs/districts/4B02.html"">District 4B02</a></b><br/>Candidates: <a href=""people/ErinPalmer.html"">Erin Palmer</a>"
smd_2022_4B03,-77.01930272,38.96585463,4B03,9,1,"<b><a href=""map_2022/ancs/districts/4B03.html"">District 4B03</a></b><br/>Candidates: <a href=""people/ZurickTSmith.html"">Zurick T. Smith</a>"
smd_2022_4B04,-77.01737054,38.974070399999995,4B04,6,1,"<b><a href=""map_2022/ancs/districts/4B04.html"">District 4B04</a></b><br/>Candidates: <a href=""people/EvanYeats.html"">Evan Yeats</a>"
smd_2022_4B05,-77.02523854,38.96355125,4B05,10,1,"<b><a href=""map_2022/ancs/districts/4B05.html"">District 4B05</a></b><br/>Candidates: <a href=""people/KevinGilligan.html"">Kevin Gilligan</a>"
smd_2022_4B06,-77.01905129999999,38.96050698,4B06,12,1,"<b><a href=""map_2022/ancs/districts/4B06.html"">District 4B06</a></b><br/>Candidates: <a href=""people/TiffaniNicholeJohnson.html"">Tiffani Nichole Johnson</a>"
smd_2022_4B07,-77.01202395,38.96745296,4B07,1,2,"<b><a href=""map_2022/ancs/districts/4B07.html"">District 4B07</a></b><br/>Candidates: <a href=""people/MichaelCohen.html"">Michael Cohen</a>, <a href=""people/MBahliaColson.html"">M'Bahlia Colson</a>"
smd_2022_4B08,-77.0064846,38.95804997,4B08,10,1,"<b><a href=""map_2022/ancs/districts/4B08.html"">District 4B08</a></b><br/>Candidates: <a href=""people/AlisonBrooks.html"">Alison Brooks</a>"
smd_2022_4B09,-76.99997373,38.95848559,4B09,12,1,"<b><a href=""map_2022/ancs/districts/4B09.html"">District 4B09</a></b><br/>Candidates: <a href=""people/AudreyWalker.html"">Audrey Walker</a>"
smd_2022_4B10,-77.00532109999997,38.96439322,4B10,4,2,"<b><a href=""map_2022/ancs/districts/4B10.html"">District 4B10</a></b><br/>Candidates: <a href=""people/StefanANagey.html"">Stefan A. Nagey</a>, <a href=""people/LaRoyaAHuff.html"">La Roya A. Huff</a>"
smd_2022_4C01,-77.02831552,38.94298335,4C01,8,0,"<b><a href=""map_2022/ancs/districts/4C01.html"">District 4C01</a></b><br/>Candidates: (no known candidates)"
smd_2022_4C02,-77.02798311,38.93975046,4C02,12,1,"<b><a href=""map_2022/ancs/districts/4C02.html"">District 4C02</a></b><br/>Candidates: <a href=""people/AntoniaMKirby.html"">Antonia M. Kirby</a>"
smd_2022_4C03,-77.02645127,38.93722653,4C03,9,1,"<b><a href=""map_2022/ancs/districts/4C03.html"">District 4C03</a></b><br/>Candidates: <a href=""people/ThomasPDeFro.html"">Thomas P. DeFranco</a>"
smd_2022_4C04,-77.03417472,38.9385674,4C04,2,1,"<b><a href=""map_2022/ancs/districts/4C04.html"">District 4C04</a></b><br/>Candidates: <a href=""people/DanielAlexander.html"">Daniel Alexander</a>"
smd_2022_4C05,-77.02179001,38.94472332,4C05,9,2,"<b><a href=""map_2022/ancs/districts/4C05.html"">District 4C05</a></b><br/>Candidates: <a href=""people/BrittanyKademian.html"">Brittany Kademian</a>, <a href=""people/PaulJohnson.html"">Paul Johnson</a>"
smd_2022_4C06,-77.01866032,38.94200748,4C06,1,1,"<b><a href=""map_2022/ancs/districts/4C06.html"">District 4C06</a></b><br/>Candidates: <a href=""people/KarenLivingston.html"">Karen Livingston</a>"
smd_2022_4C07,-77.01937774,38.93915633,4C07,11,1,"<b><a href=""map_2022/ancs/districts/4C07.html"">District 4C07</a></b><br/>Candidates: <a href=""people/MatthewBradfield.html"">Matthew Bradfield</a>"
smd_2022_4D01,-77.02584859,38.9586281,4D01,11,1,"<b><a href=""map_2022/ancs/districts/4D01.html"">District 4D01</a></b><br/>Candidates: <a href=""people/JoyAPinkney.html"">Joy A. Pinkney</a>"
smd_2022_4D02,-77.01927341,38.95601438,4D02,7,1,"<b><a href=""map_2022/ancs/districts/4D02.html"">District 4D02</a></b><br/>Candidates: <a href=""people/KateJudson.html"">Kate Judson</a>"
smd_2022_4D03,-77.0249027,38.95488834,4D03,2,1,"<b><a href=""map_2022/ancs/districts/4D03.html"">District 4D03</a></b><br/>Candidates: <a href=""people/CarsonCLucarelli.html"">Carson C. Lucarelli</a>"
smd_2022_4D04,-77.02475531,38.95066617,4D04,3,1,"<b><a href=""map_2022/ancs/districts/4D04.html"">District 4D04</a></b><br/>Candidates: <a href=""people/ChrysantheCCCourniotes.html"">Chrysanthe ""CC"" Courniotes</a>"
smd_2022_4D05,-77.01351774,38.94837605,4D05,6,2,"<b><a href=""map_2022/ancs/districts/4D05.html"">District 4D05</a></b><br/>Candidates: <a href=""people/AntonioAWalker.html"">Antonio A. Walker</a>, <a href=""people/StephenMarencicJr.html"">Stephen Marencic Jr.</a>"
smd_2022_4D06,-77.01950597,38.94754453,4D06,7,1,"<b><a href=""map_2022/ancs/districts/4D06.html"">District 4D06</a></b><br/>Candidates: <a href=""people/AmanGeorge.html"">Aman George</a>"
smd_2022_4D07,-77.01914124,38.95229553,4D07,4,1,"<b><a href=""map_2022/ancs/districts/4D07.html"">District 4D07</a></b><br/>Candidates: <a href=""people/JClarkWeigel.html"">J. Clark Weigel</a>"
smd_2022_4D08,-77.01305295,38.95380222,4D08,3,1,"<b><a href=""map_2022/ancs/districts/4D08.html"">District 4D08</a></b><br/>Candidates: <a href=""people/AnthonyPirrotti.html"">Anthony Pirrotti</a>"
smd_2022_4E01,-77.03069418,38.95833653,4E01,1,2,"<b><a href=""map_2022/ancs/districts/4E01.html"">District 4E01</a></b><br/>Candidates: <a href=""people/ReginaldEBlackJr.html"">Reginald E. Black Jr.</a>, <a href=""people/VanessaRubio.html"">Vanessa Rubio</a>"
smd_2022_4E02,-77.03898813,38.95802802,4E02,9,1,"<b><a href=""map_2022/ancs/districts/4E02.html"">District 4E02</a></b><br/>Candidates: <a href=""people/MarleneMoss.html"">Marlene Moss</a>"
smd_2022_4E03,-77.03261336,38.9535526,4E03,8,1,"<b><a href=""map_2022/ancs/districts/4E03.html"">District 4E03</a></b><br/>Candidates: <a href=""people/MariaBarry.html"">Maria Barry</a>"
smd_2022_4E04,-77.03087624,38.94803778,4E04,11,2,"<b><a href=""map_2022/ancs/districts/4E04.html"">District 4E04</a></b><br/>Candidates: <a href=""people/RandyZmuda.html"">Randy Zmuda</a>, <a href=""people/CarlaFerris.html"">Carla Ferris</a>"
smd_2022_4E05,-77.03484990000003,38.94357247,4E05,12,2,"<b><a href=""map_2022/ancs/districts/4E05.html"">District 4E05</a></b><br/>Candidates: <a href=""people/PeggyPacy.html"">Peggy Pacy</a>, <a href=""people/UlyssesECampbell.html"">Ulysses E. Campbell</a>"
smd_2022_4E06,-77.04284555,38.94376204,4E06,1,1,"<b><a href=""map_2022/ancs/districts/4E06.html"">District 4E06</a></b><br/>Candidates: <a href=""people/PavanIshwarKhoobchandani.html"">Pavan Ishwar Khoobchandani</a>"
smd_2022_5A01,-76.99444431,38.95517834,5A01,8,1,"<b><a href=""map_2022/ancs/districts/5A01.html"">District 5A01</a></b><br/>Candidates: <a href=""people/DuvalierJMalone.html"">Duvalier J. Malone</a>"
smd_2022_5A02,-76.98526613,38.94865755,5A02,9,1,"<b><a href=""map_2022/ancs/districts/5A02.html"">District 5A02</a></b><br/>Candidates: <a href=""people/KarlusCozart.html"">Karlus Cozart</a>"
smd_2022_5A03,-76.99627436,38.94450089,5A03,10,1,"<b><a href=""map_2022/ancs/districts/5A03.html"">District 5A03</a></b><br/>Candidates: <a href=""people/EmilySingerLucio.html"">Emily Singer Lucio</a>"
smd_2022_5A04,-77.00089587,38.93891292,5A04,4,1,"<b><a href=""map_2022/ancs/districts/5A04.html"">District 5A04</a></b><br/>Candidates: <a href=""people/DiegoRojas.html"">Diego Rojas</a>"
smd_2022_5A05,-77.01062352,38.93741841,5A05,12,0,"<b><a href=""map_2022/ancs/districts/5A05.html"">District 5A05</a></b><br/>Candidates: (no known candidates)"
smd_2022_5A06,-77.00594452,38.94501426,5A06,2,0,"<b><a href=""map_2022/ancs/districts/5A06.html"">District 5A06</a></b><br/>Candidates: (no known candidates)"
smd_2022_5A07,-77.00519656,38.95085635,5A07,12,0,"<b><a href=""map_2022/ancs/districts/5A07.html"">District 5A07</a></b><br/>Candidates: (no known candidates)"
smd_2022_5A08,-76.99099426,38.94995449,5A08,7,2,"<b><a href=""map_2022/ancs/districts/5A08.html"">District 5A08</a></b><br/>Candidates: <a href=""people/ElaineAlston.html"">Elaine Alston</a>, <a href=""people/GordonAndrewFletcher.html"">Gordon-Andrew Fletcher</a>"
smd_2022_5A09,-77.00051226,38.95343427,5A09,1,1,"<b><a href=""map_2022/ancs/districts/5A09.html"">District 5A09</a></b><br/>Candidates: <a href=""people/ZachAmmerman.html"">Zach Ammerman</a>"
smd_2022_5B01,-76.97631167,38.94123768,5B01,4,2,"<b><a href=""map_2022/ancs/districts/5B01.html"">District 5B01</a></b><br/>Candidates: <a href=""people/EdBorrego.html"">Edward Borrego</a>, <a href=""people/GayleCarley.html"">Gayle Carley</a>"
smd_2022_5B02,-76.98285891,38.93755918,5B02,5,1,"<b><a href=""map_2022/ancs/districts/5B02.html"">District 5B02</a></b><br/>Candidates: <a href=""people/NandiniSen.html"">Nandini Sen</a>"
smd_2022_5B03,-76.98682616,38.92856383,5B03,6,1,"<b><a href=""map_2022/ancs/districts/5B03.html"">District 5B03</a></b><br/>Candidates: <a href=""people/AliciaEgolum.html"">Alicia Egolum</a>"
smd_2022_5B04,-76.99252521,38.92765383,5B04,7,2,"<b><a href=""map_2022/ancs/districts/5B04.html"">District 5B04</a></b><br/>Candidates: <a href=""people/RaAmin.html"">Ra Amin</a>, <a href=""people/RayseenWoodland.html"">Rayseen Woodland</a>"
smd_2022_5B05,-76.99306551,38.9383146,5B05,8,2,"<b><a href=""map_2022/ancs/districts/5B05.html"">District 5B05</a></b><br/>Candidates: <a href=""people/ColleenCostello.html"">Colleen Costello</a>, <a href=""people/JohnJFeeleyJr.html"">John J. Feeley Jr.</a>"
smd_2022_5B06,-76.97873714,38.93118797,5B06,11,1,"<b><a href=""map_2022/ancs/districts/5B06.html"">District 5B06</a></b><br/>Candidates: <a href=""people/SukhpritaPritaPiekara.html"">Sukhprita ""Prita"" Piekara</a>"
smd_2022_5B07,-76.96949324,38.93420601,5B07,9,2,"<b><a href=""map_2022/ancs/districts/5B07.html"">District 5B07</a></b><br/>Candidates: <a href=""people/GailBrevard.html"">Gail Brevard</a>, <a href=""people/JustinePerkowski.html"">Justine Perkowski</a>"
smd_2022_5C01,-76.95984148,38.92518837,5C01,9,1,"<b><a href=""map_2022/ancs/districts/5C01.html"">District 5C01</a></b><br/>Candidates: <a href=""people/AnthonyDale.html"">Anthony Dale</a>"
smd_2022_5C02,-76.9674532,38.92590621,5C02,10,1,"<b><a href=""map_2022/ancs/districts/5C02.html"">District 5C02</a></b><br/>Candidates: <a href=""people/LaurenRogers.html"">Lauren Rogers</a>"
smd_2022_5C03,-76.95166719,38.92236735,5C03,11,1,"<b><a href=""map_2022/ancs/districts/5C03.html"">District 5C03</a></b><br/>Candidates: <a href=""people/TequiaHicksDelgado.html"">Tequia Hicks Delgado</a>"
smd_2022_5C04,-76.96577094,38.91377848,5C04,12,2,"<b><a href=""map_2022/ancs/districts/5C04.html"">District 5C04</a></b><br/>Candidates: <a href=""people/ShawnNelson.html"">Shawn Nelson</a>, <a href=""people/JacquelineManning.html"">Jacqueline Manning</a>"
smd_2022_5C05,-76.99093978,38.91771170000001,5C05,11,1,"<b><a href=""map_2022/ancs/districts/5C05.html"">District 5C05</a></b><br/>Candidates: <a href=""people/DarleneOliver.html"">Darlene Oliver</a>"
smd_2022_5C06,-76.980478,38.92188233,5C06,2,1,"<b><a href=""map_2022/ancs/districts/5C06.html"">District 5C06</a></b><br/>Candidates: <a href=""people/HarryThomasJr.html"">Harry Thomas Jr.</a>"
smd_2022_5C07,-76.97242999,38.92690483,5C07,3,1,"<b><a href=""map_2022/ancs/districts/5C07.html"">District 5C07</a></b><br/>Candidates: <a href=""people/VJKapur.html"">VJ Kapur</a>"
smd_2022_5D01,-76.99453521,38.90894961,5D01,4,2,"<b><a href=""map_2022/ancs/districts/5D01.html"">District 5D01</a></b><br/>Candidates: <a href=""people/LucSaintGenies.html"">Luc Saint-Genies</a>, <a href=""people/RebeccaRyan.html"">Rebecca Ryan</a>"
smd_2022_5D02,-76.98535031,38.9141892,5D02,7,2,"<b><a href=""map_2022/ancs/districts/5D02.html"">District 5D02</a></b><br/>Candidates: <a href=""people/JPeterLoftus.html"">J. Peter Loftus</a>, <a href=""people/SebrenaLRhodes.html"">Sebrena L. Rhodes</a>"
smd_2022_5D03,-76.98828315,38.90359651,5D03,5,1,"<b><a href=""map_2022/ancs/districts/5D03.html"">District 5D03</a></b><br/>Candidates: <a href=""people/AnnaRoblin.html"">Anna Roblin</a>"
smd_2022_5D04,-76.98634009,38.90625687,5D04,10,1,"<b><a href=""map_2022/ancs/districts/5D04.html"">District 5D04</a></b><br/>Candidates: <a href=""people/StephenCobb.html"">Stephen Cobb</a>"
smd_2022_5D05,-76.98388386,38.90818588,5D05,1,1,"<b><a href=""map_2022/ancs/districts/5D05.html"">District 5D05</a></b><br/>Candidates: <a href=""people/SalvadorTheCommissionerSaucedaGuzman.html"">Salvador ""The Commissioner"" Sauceda-Guzman</a>"
smd_2022_5D06,-76.98119183,38.90328997,5D06,11,2,"<b><a href=""map_2022/ancs/districts/5D06.html"">District 5D06</a></b><br/>Candidates: <a href=""people/KathyHenderson.html"">Kathy Henderson</a>, <a href=""people/CarrieDellesky.html"">Carrie Dellesky</a>"
smd_2022_5D07,-76.97847128,38.90101138,5D07,8,1,"<b><a href=""map_2022/ancs/districts/5D07.html"">District 5D07</a></b><br/>Candidates: <a href=""people/JuanMcCullum.html"">Juan McCullum</a>"
smd_2022_5D08,-76.97746477,38.90528601,5D08,6,0,"<b><a href=""map_2022/ancs/districts/5D08.html"">District 5D08</a></b><br/>Candidates: (no known candidates)"
smd_2022_5D09,-76.96724275,38.90136079,5D09,3,0,"<b><a href=""map_2022/ancs/districts/5D09.html"">District 5D09</a></b><br/>Candidates: (no known candidates)"
smd_2022_5E01,-77.01294111,38.90824914,5E01,3,1,"<b><a href=""map_2022/ancs/districts/5E01.html"">District 5E01</a></b><br/>Candidates: <a href=""people/JoyceStatehoodRobinsonPaul.html"">Joyce (Statehood) Robinson-Paul</a>"
smd_2022_5E02,-77.01591973,38.91224653,5E02,4,2,"<b><a href=""map_2022/ancs/districts/5E02.html"">District 5E02</a></b><br/>Candidates: <a href=""people/NicoleMcEntee.html"">Nicole McEntee</a>, <a href=""people/KarlaMLewis.html"">Karla M. Lewis</a>"
smd_2022_5E03,-77.01208298,38.91406759,5E03,5,1,"<b><a href=""map_2022/ancs/districts/5E03.html"">District 5E03</a></b><br/>Candidates: <a href=""people/FredPhilCarver.html"">Fred ""Phil"" Carver</a>"
smd_2022_5E04,-77.01159004,38.91702527,5E04,3,2,"<b><a href=""map_2022/ancs/districts/5E04.html"">District 5E04</a></b><br/>Candidates: <a href=""people/HumaImtiaz.html"">Huma Imtiaz</a>, <a href=""people/BerthaGHolliday.html"">Bertha G. Holliday</a>"
smd_2022_5E05,-77.01111531,38.92179412,5E05,6,1,"<b><a href=""map_2022/ancs/districts/5E05.html"">District 5E05</a></b><br/>Candidates: <a href=""people/KevinRapp.html"">Kevin Rapp</a>"
smd_2022_5E06,-77.00905939,38.92662634,5E06,7,1,"<b><a href=""map_2022/ancs/districts/5E06.html"">District 5E06</a></b><br/>Candidates: <a href=""people/KirbyVining.html"">Kirby Vining</a>"
smd_2022_5F01,-77.00123666,38.92799458,5F01,1,1,"<b><a href=""map_2022/ancs/districts/5F01.html"">District 5F01</a></b><br/>Candidates: <a href=""people/TonyHurst.html"">Tony Hurst</a>"
smd_2022_5F02,-76.99606408,38.92858641,5F02,9,1,"<b><a href=""map_2022/ancs/districts/5F02.html"">District 5F02</a></b><br/>Candidates: <a href=""people/AruSahni.html"">Aru Sahni</a>"
smd_2022_5F03,-76.99752996,38.92267628,5F03,12,1,"<b><a href=""map_2022/ancs/districts/5F03.html"">District 5F03</a></b><br/>Candidates: <a href=""people/PatriciaWilliams5E.html"">Patricia Williams (5E)</a>"
smd_2022_5F04,-77.00310186,38.92031815,5F04,8,2,"<b><a href=""map_2022/ancs/districts/5F04.html"">District 5F04</a></b><br/>Candidates: <a href=""people/MarkGalvan.html"">Mark Galvan</a>, <a href=""people/DanielVega.html"">Daniel Vega</a>"
smd_2022_5F05,-77.00322246,38.91641969,5F05,10,2,"<b><a href=""map_2022/ancs/districts/5F05.html"">District 5F05</a></b><br/>Candidates: <a href=""people/MaryLFarmerAllen.html"">Mary L. Farmer-Allen</a>, <a href=""people/JenniferAnderson.html"">Jennifer Anderson</a>"
smd_2022_5F06,-77.00069063,38.91266104,5F06,9,1,"<b><a href=""map_2022/ancs/districts/5F06.html"">District 5F06</a></b><br/>Candidates: <a href=""people/JoeBishopHenchman.html"">Joe Bishop-Henchman</a>"
smd_2022_5F07,-77.00677255,38.91254113,5F07,2,2,"<b><a href=""map_2022/ancs/districts/5F07.html"">District 5F07</a></b><br/>Candidates: <a href=""people/MicheleKeegan.html"">Michele Keegan</a>, <a href=""people/SylviaMPinkney.html"">Sylvia M. Pinkney</a>"
smd_2022_6A01,-76.99157194,38.90212135,6A01,12,2,"<b><a href=""map_2022/ancs/districts/6A01.html"">District 6A01</a></b><br/>Candidates: <a href=""people/ChristinaGoodlander.html"">Christina Goodlander</a>, <a href=""people/KeyaChatterjee.html"">Keya Chatterjee</a>"
smd_2022_6A02,-76.99358022,38.89992921,6A02,7,1,"<b><a href=""map_2022/ancs/districts/6A02.html"">District 6A02</a></b><br/>Candidates: <a href=""people/MichaelVelasquez.html"">Michael Velasquez</a>"
smd_2022_6A03,-76.99345255,38.89683367,6A03,10,2,"<b><a href=""map_2022/ancs/districts/6A03.html"">District 6A03</a></b><br/>Candidates: <a href=""people/RobertaShapiro.html"">Roberta Shapiro</a>, <a href=""people/NicoleNikkiDelcasale.html"">Nicole ""Nikki"" Delcasale</a>"
smd_2022_6A04,-76.98964525,38.89169539,6A04,5,2,"<b><a href=""map_2022/ancs/districts/6A04.html"">District 6A04</a></b><br/>Candidates: <a href=""people/AlexandraKelly.html"">Alexandra Kelly</a>, <a href=""people/AmberGove.html"">Amber Gove</a>"
smd_2022_6A05,-76.98663783,38.89430475,6A05,1,1,"<b><a href=""map_2022/ancs/districts/6A05.html"">District 6A05</a></b><br/>Candidates: <a href=""people/LauraGentile.html"">Laura Gentile</a>"
smd_2022_6A06,-76.98631382,38.89805422,6A06,2,1,"<b><a href=""map_2022/ancs/districts/6A06.html"">District 6A06</a></b><br/>Candidates: <a href=""people/RobbDooling.html"">Robb Dooling</a>"
smd_2022_6A07,-76.99305283,38.89245870000001,6A07,11,1,"<b><a href=""map_2022/ancs/districts/6A07.html"">District 6A07</a></b><br/>Candidates: <a href=""people/StephenMoilanen.html"">Stephen Moilanen</a>"
smd_2022_6B01,-77.00721329,38.88531879999999,6B01,5,1,"<b><a href=""map_2022/ancs/districts/6B01.html"">District 6B01</a></b><br/>Candidates: <a href=""people/FrankAvery.html"">Frank Avery</a>"
smd_2022_6B02,-76.99926361,38.88715195,6B02,6,1,"<b><a href=""map_2022/ancs/districts/6B02.html"">District 6B02</a></b><br/>Candidates: <a href=""people/GeraldSroufe.html"">Gerald Sroufe</a>"
smd_2022_6B03,-76.99771771,38.88169495,6B03,7,1,"<b><a href=""map_2022/ancs/districts/6B03.html"">District 6B03</a></b><br/>Candidates: <a href=""people/DavidSobelsohn.html"">David Sobelsohn</a>"
smd_2022_6B04,-76.99282649,38.88222239,6B04,8,1,"<b><a href=""map_2022/ancs/districts/6B04.html"">District 6B04</a></b><br/>Candidates: <a href=""people/FrisFrankDAndrea.html"">Francis ""Frank"" D'Andrea</a>"
smd_2022_6B05,-76.99278373,38.88792605,6B05,9,1,"<b><a href=""map_2022/ancs/districts/6B05.html"">District 6B05</a></b><br/>Candidates: <a href=""people/KasieDurkit.html"">Kasie Durkit</a>"
smd_2022_6B06,-76.98727219,38.88801066,6B06,3,1,"<b><a href=""map_2022/ancs/districts/6B06.html"">District 6B06</a></b><br/>Candidates: <a href=""people/ChanderJayaraman.html"">Chander Jayaraman</a>"
smd_2022_6B07,-76.98715226,38.88360913,6B07,1,1,"<b><a href=""map_2022/ancs/districts/6B07.html"">District 6B07</a></b><br/>Candidates: <a href=""people/VinceMareino.html"">Vince Mareino</a>"
smd_2022_6B08,-76.98702106,38.8766795,6B08,4,1,"<b><a href=""map_2022/ancs/districts/6B08.html"">District 6B08</a></b><br/>Candidates: <a href=""people/EdRyder.html"">Edward Ryder</a>"
smd_2022_6B09,-76.97912916,38.87991911,6B09,8,1,"<b><a href=""map_2022/ancs/districts/6B09.html"">District 6B09</a></b><br/>Candidates: <a href=""people/MattLaFortune.html"">Matt LaFortune</a>"
smd_2022_6C01,-76.99785157,38.90322116,6C01,11,2,"<b><a href=""map_2022/ancs/districts/6C01.html"">District 6C01</a></b><br/>Candidates: <a href=""people/LaurenKuritz.html"">Lauren Kuritz</a>, <a href=""people/ChristyKwan.html"">Christy Kwan</a>"
smd_2022_6C02,-77.00614862,38.89281687,6C02,3,1,"<b><a href=""map_2022/ancs/districts/6C02.html"">District 6C02</a></b><br/>Candidates: <a href=""people/LeslieMerkle.html"">Leslie Merkle</a>"
smd_2022_6C03,-76.9971652,38.89213961,6C03,5,1,"<b><a href=""map_2022/ancs/districts/6C03.html"">District 6C03</a></b><br/>Candidates: <a href=""people/JayAdelstein.html"">Jay Adelstein</a>"
smd_2022_6C04,-77.0013084,38.89805779,6C04,6,1,"<b><a href=""map_2022/ancs/districts/6C04.html"">District 6C04</a></b><br/>Candidates: <a href=""people/MarkEckenwiler.html"">Mark Eckenwiler</a>"
smd_2022_6C05,-76.99784059999998,38.89713368,6C05,2,1,"<b><a href=""map_2022/ancs/districts/6C05.html"">District 6C05</a></b><br/>Candidates: <a href=""people/JoelKelty.html"">Joel Kelty</a>"
smd_2022_6C06,-77.00153132,38.90118788,6C06,7,1,"<b><a href=""map_2022/ancs/districts/6C06.html"">District 6C06</a></b><br/>Candidates: <a href=""people/PatriciaEguino.html"">Patricia Eguino</a>"
smd_2022_6C07,-77.00141020000002,38.90526971,6C07,8,1,"<b><a href=""map_2022/ancs/districts/6C07.html"">District 6C07</a></b><br/>Candidates: <a href=""people/TonyTGoodman.html"">Tony T. Goodman</a>"
smd_2022_6D01,-77.02956712,38.87017144,6D01,1,1,"<b><a href=""map_2022/ancs/districts/6D01.html"">District 6D01</a></b><br/>Candidates: <a href=""people/BobLink.html"">Bob Link</a>"
