smd_id,lon,lat,smd,current_commissioner,commissioner_elect,votes_2020,map_display_box
smd_1B03,-77.02621710649917,38.92355780235551,1B03,Muhsin Boe Umar,,611,"<b>District 1B03</b><br/><a href=""ancs/districts/1b03.html"">District Page</a><br/>Commissioner: Muhsin Boe Umar"
smd_1B04,-77.03095520357589,38.919351565104044,1B04,Deborah Thomas,,1068,"<b>District 1B04</b><br/><a href=""ancs/districts/1b04.html"">District Page</a><br/>Commissioner: Deborah Thomas"
smd_1B05,-77.03483518834828,38.92041768275895,1B05,(vacant),,956,"<b>District 1B05</b><br/><a href=""ancs/districts/1b05.html"">District Page</a><br/>Commissioner: (vacant)"
smd_1B06,-77.0336776277388,38.9221405022185,1B06,Judy Floy,,738,"<b>District 1B06</b><br/><a href=""ancs/districts/1b06.html"">District Page</a><br/>Commissioner: Judy Floy"
smd_1B07,-77.03461686211284,38.924469603931065,1B07,Max Ewart,,537,"<b>District 1B07</b><br/><a href=""ancs/districts/1b07.html"">District Page</a><br/>Commissioner: Max Ewart"
smd_1B08,-77.03134464800138,38.92411114943674,1B08,Eric Behna,,852,"<b>District 1B08</b><br/><a href=""ancs/districts/1b08.html"">District Page</a><br/>Commissioner: Eric Behna"
smd_1B09,-77.02465464073076,38.926444352069815,1B09,James A. Turner,,837,"<b>District 1B09</b><br/><a href=""ancs/districts/1b09.html"">District Page</a><br/>Commissioner: James A. Turner"
smd_1B10,-77.01720460403841,38.92460292221983,1B10,(vacant),,181,"<b>District 1B10</b><br/><a href=""ancs/districts/1b10.html"">District Page</a><br/>Commissioner: (vacant)"
smd_1B11,-77.02241712984711,38.921347649648425,1B11,Amanda Farnan,,660,"<b>District 1B11</b><br/><a href=""ancs/districts/1b11.html"">District Page</a><br/>Commissioner: Amanda Farnan"
smd_1B12,-77.03045428625737,38.91610948802486,1B12,Sabel Harris,,1278,"<b>District 1B12</b><br/><a href=""ancs/districts/1b12.html"">District Page</a><br/>Commissioner: Sabel Harris"
smd_1C01,-77.04444150766953,38.91718255057215,1C01,Howard Bauleke,,1027,"<b>District 1C01</b><br/><a href=""ancs/districts/1c01.html"">District Page</a><br/>Commissioner: Howard Bauleke"
smd_1C02,-77.0474322553309,38.92048566851769,1C02,Celeste Carano,,1004,"<b>District 1C02</b><br/><a href=""ancs/districts/1c02.html"">District Page</a><br/>Commissioner: Celeste Carano"
smd_1C03,-77.04376555890136,38.92060991853564,1C03,Peter Wood,,1018,"<b>District 1C03</b><br/><a href=""ancs/districts/1c03.html"">District Page</a><br/>Commissioner: Peter Wood"
smd_1C04,-77.04545287701032,38.925220143158825,1C04,Meghan Faulkner,,1070,"<b>District 1C04</b><br/><a href=""ancs/districts/1c04.html"">District Page</a><br/>Commissioner: Meghan Faulkner"
smd_1C05,-77.03990269429444,38.926485017805376,1C05,Deb Felsenthal,,868,"<b>District 1C05</b><br/><a href=""ancs/districts/1c05.html"">District Page</a><br/>Commissioner: Deb Felsenthal"
smd_1C06,-77.03833177312441,38.92413955448298,1C06,Benjamin Hart Butz,,996,"<b>District 1C06</b><br/><a href=""ancs/districts/1c06.html"">District Page</a><br/>Commissioner: Benjamin Hart Butz"
smd_1C07,-77.04111632889587,38.920993925002314,1C07,Jake Faleschini,,988,"<b>District 1C07</b><br/><a href=""ancs/districts/1c07.html"">District Page</a><br/>Commissioner: Jake Faleschini"
smd_1C08,-77.03794146934806,38.9195502902062,1C08,Fiona Clem,,944,"<b>District 1C08</b><br/><a href=""ancs/districts/1c08.html"">District Page</a><br/>Commissioner: Fiona Clem"
smd_1D01,-77.03942696096966,38.93238644849025,1D01,Jason Hamacher,,864,"<b>District 1D01</b><br/><a href=""ancs/districts/1d01.html"">District Page</a><br/>Commissioner: Jason Hamacher"
smd_1D02,-77.03779257845966,38.936051138680064,1D02,Robin Sandenburgh,,486,"<b>District 1D02</b><br/><a href=""ancs/districts/1d02.html"">District Page</a><br/>Commissioner: Robin Sandenburgh"
smd_1D03,-77.04380037173226,38.933915631330656,1D03,Jack McKay,,1054,"<b>District 1D03</b><br/><a href=""ancs/districts/1d03.html"">District Page</a><br/>Commissioner: Jack McKay"
smd_1D04,-77.03766492680333,38.93109848086383,1D04,Matthew Brandeburg,,657,"<b>District 1D04</b><br/><a href=""ancs/districts/1d04.html"">District Page</a><br/>Commissioner: Matthew Brandeburg"
smd_1D05,-77.04278890813768,38.92961112062137,1D05,Chelsea A. Allinger,,905,"<b>District 1D05</b><br/><a href=""ancs/districts/1d05.html"">District Page</a><br/>Commissioner: Chelsea A. Allinger"
smd_2A01,-77.04425158831782,38.885576937131255,2A01,Yannik Omictin,,33,"<b>District 2A01</b><br/><a href=""ancs/districts/2a01.html"">District Page</a><br/>Commissioner: Yannik Omictin"
smd_2A02,-77.05257832300465,38.905383972390645,2A02,Joel Causey,,569,"<b>District 2A02</b><br/><a href=""ancs/districts/2a02.html"">District Page</a><br/>Commissioner: Joel Causey"
smd_2A03,-77.05401802772329,38.902514230251995,2A03,"Trupti ""Trip"" J. Patel",,554,"<b>District 2A03</b><br/><a href=""ancs/districts/2a03.html"">District Page</a><br/>Commissioner: Trupti ""Trip"" J. Patel"
smd_2A04,-77.05738344996792,38.89235779548105,2A04,Donna Barbisch,,221,"<b>District 2A04</b><br/><a href=""ancs/districts/2a04.html"">District Page</a><br/>Commissioner: Donna Barbisch"
smd_2A05,-77.05154142763605,38.89747613029355,2A05,Evelyn Hudson,,51,"<b>District 2A05</b><br/><a href=""ancs/districts/2a05.html"">District Page</a><br/>Commissioner: Evelyn Hudson"
smd_2A06,-77.04815569240033,38.90398353065301,2A06,Jeri Epstein,,482,"<b>District 2A06</b><br/><a href=""ancs/districts/2a06.html"">District Page</a><br/>Commissioner: Jeri Epstein"
smd_2A07,-77.0491771672608,38.899434988882696,2A07,Adam Friend,,27,"<b>District 2A07</b><br/><a href=""ancs/districts/2a07.html"">District Page</a><br/>Commissioner: Adam Friend"
smd_2A08,-77.04717194171765,38.89903557768939,2A08,Margaret McDonald,,13,"<b>District 2A08</b><br/><a href=""ancs/districts/2a08.html"">District Page</a><br/>Commissioner: Margaret McDonald"
smd_2B01,-77.04262906875749,38.91425386389784,2B01,Meg Roggensack,,817,"<b>District 2B01</b><br/><a href=""ancs/districts/2b01.html"">District Page</a><br/>Commissioner: Meg Roggensack"
smd_2B02,-77.04630794003623,38.910348305356266,2B02,Jeff Rueckgauer,,582,"<b>District 2B02</b><br/><a href=""ancs/districts/2b02.html"">District Page</a><br/>Commissioner: Jeff Rueckgauer"
smd_2B03,-77.04140801709127,38.91220144835021,2B03,Robin Nunn,,801,"<b>District 2B03</b><br/><a href=""ancs/districts/2b03.html"">District Page</a><br/>Commissioner: Robin Nunn"
smd_2B04,-77.03651815198663,38.91261601307413,2B04,Moshe 'Mo' Pasternak,,1034,"<b>District 2B04</b><br/><a href=""ancs/districts/2b04.html"">District Page</a><br/>Commissioner: Moshe 'Mo' Pasternak"
smd_2B05,-77.03732469397596,38.90486477210735,2B05,William Herbig,,719,"<b>District 2B05</b><br/><a href=""ancs/districts/2b05.html"">District Page</a><br/>Commissioner: William Herbig"
smd_2B06,-77.043,38.904710500191115,2B06,Mike Silverstein,,771,"<b>District 2B06</b><br/><a href=""ancs/districts/2b06.html"">District Page</a><br/>Commissioner: Mike Silverstein"
smd_2B07,-77.04106426774771,38.90919804411436,2B07,Michael Scott McKernan,,729,"<b>District 2B07</b><br/><a href=""ancs/districts/2b07.html"">District Page</a><br/>Commissioner: Michael Scott McKernan"
smd_2B08,-77.04024711016017,38.91591850367757,2B08,Matthew Holden,,850,"<b>District 2B08</b><br/><a href=""ancs/districts/2b08.html"">District Page</a><br/>Commissioner: Matthew Holden"
smd_2B09,-77.03521745404072,38.91555449118036,2B09,Kyle Mulhall,,1207,"<b>District 2B09</b><br/><a href=""ancs/districts/2b09.html"">District Page</a><br/>Commissioner: Kyle Mulhall"
smd_2C01,-77.02756668338199,38.895661961106896,2C01,Michael D. Shankle,,714,"<b>District 2C01</b><br/><a href=""ancs/districts/2c01.html"">District Page</a><br/>Commissioner: Michael D. Shankle"
smd_2C02,-77.01685784182132,38.899374751516405,2C02,Elizabeth Miske,,631,"<b>District 2C02</b><br/><a href=""ancs/districts/2c02.html"">District Page</a><br/>Commissioner: Elizabeth Miske"
smd_2C03,-77.01743103033488,38.89213326718808,2C03,Gigi Nelson,,556,"<b>District 2C03</b><br/><a href=""ancs/districts/2c03.html"">District Page</a><br/>Commissioner: Gigi Nelson"
smd_2D01,-77.05249941619985,38.91742694379136,2D01,Ashley Warren,,588,"<b>District 2D01</b><br/><a href=""ancs/districts/2d01.html"">District Page</a><br/>Commissioner: Ashley Warren"
smd_2D02,-77.05165667289249,38.91386137616636,2D02,Hannah Untereiner,,166,"<b>District 2D02</b><br/><a href=""ancs/districts/2d02.html"">District Page</a><br/>Commissioner: Hannah Untereiner"
smd_2E01,-77.07496999318819,38.914456902168176,2E01,Kishan Putta,,642,"<b>District 2E01</b><br/><a href=""ancs/districts/2e01.html"">District Page</a><br/>Commissioner: Kishan Putta"
smd_2E02,-77.06848309364116,38.911740655520575,2E02,Jenny Mitchell,,546,"<b>District 2E02</b><br/><a href=""ancs/districts/2e02.html"">District Page</a><br/>Commissioner: Jenny Mitchell"
smd_2E03,-77.06592258566927,38.90810277594152,2E03,Rick Murphy,,520,"<b>District 2E03</b><br/><a href=""ancs/districts/2e03.html"">District Page</a><br/>Commissioner: Rick Murphy"
smd_2E04,-77.0757647061127,38.908372791070015,2E04,(vacant),,6,"<b>District 2E04</b><br/><a href=""ancs/districts/2e04.html"">District Page</a><br/>Commissioner: (vacant)"
smd_2E05,-77.06605625656543,38.90159143541647,2E05,Lisa Palmer,,432,"<b>District 2E05</b><br/><a href=""ancs/districts/2e05.html"">District Page</a><br/>Commissioner: Lisa Palmer"
smd_2E06,-77.05895557411169,38.90755752674934,2E06,Gwendolyn Lohse,,743,"<b>District 2E06</b><br/><a href=""ancs/districts/2e06.html"">District Page</a><br/>Commissioner: Gwendolyn Lohse"
smd_2E07,-77.06032892209359,38.913925128589156,2E07,Elizabeth H. Miller,,761,"<b>District 2E07</b><br/><a href=""ancs/districts/2e07.html"">District Page</a><br/>Commissioner: Elizabeth H. Miller"
smd_2E08,-77.07248222757704,38.90795759176298,2E08,(vacant),,13,"<b>District 2E08</b><br/><a href=""ancs/districts/2e08.html"">District Page</a><br/>Commissioner: (vacant)"
smd_2F01,-77.03079780490707,38.91261718583721,2F01,Brian Romanowski,,814,"<b>District 2F01</b><br/><a href=""ancs/districts/2f01.html"">District Page</a><br/>Commissioner: Brian Romanowski"
smd_2F02,-77.03247768786032,38.90991513802316,2F02,John Guggenmos,,731,"<b>District 2F02</b><br/><a href=""ancs/districts/2f02.html"">District Page</a><br/>Commissioner: John Guggenmos"
smd_2F03,-77.03239926161336,38.9075520236888,2F03,Michelle Yan,,861,"<b>District 2F03</b><br/><a href=""ancs/districts/2f03.html"">District Page</a><br/>Commissioner: Michelle Yan"
smd_2F04,-77.02850471731804,38.90975765745203,2F04,John Fanning,,862,"<b>District 2F04</b><br/><a href=""ancs/districts/2f04.html"">District Page</a><br/>Commissioner: John Fanning"
smd_2F05,-77.03233863223899,38.904351726175335,2F05,Sherene Joseph,,627,"<b>District 2F05</b><br/><a href=""ancs/districts/2f05.html"">District Page</a><br/>Commissioner: Sherene Joseph"
smd_2F06,-77.02441645743131,38.905775583168676,2F06,(vacant),,909,"<b>District 2F06</b><br/><a href=""ancs/districts/2f06.html"">District Page</a><br/>Commissioner: (vacant)"
smd_2F07,-77.02780695310454,38.90645161361945,2F07,Rehana Mohammed,,719,"<b>District 2F07</b><br/><a href=""ancs/districts/2f07.html"">District Page</a><br/>Commissioner: Rehana Mohammed"
smd_2F08,-77.02915432143736,38.903174879240936,2F08,Alexandra Bailey,,545,"<b>District 2F08</b><br/><a href=""ancs/districts/2f08.html"">District Page</a><br/>Commissioner: Alexandra Bailey"
smd_3B01,-77.07775320568358,38.925522325930814,3B01,Ann Lane Mladinov,,766,"<b>District 3B01</b><br/><a href=""ancs/districts/3b01.html"">District Page</a><br/>Commissioner: Ann Lane Mladinov"
smd_3B02,-77.07218641074816,38.920870410047286,3B02,Jackie Blumenthal,,715,"<b>District 3B02</b><br/><a href=""ancs/districts/3b02.html"">District Page</a><br/>Commissioner: Jackie Blumenthal"
smd_3B03,-77.0812546945239,38.92195048325272,3B03,Melissa Lane,,785,"<b>District 3B03</b><br/><a href=""ancs/districts/3b03.html"">District Page</a><br/>Commissioner: Melissa Lane"
smd_3B04,-77.07970018653832,38.928605086590025,3B04,Elizabeth Elson,,934,"<b>District 3B04</b><br/><a href=""ancs/districts/3b04.html"">District Page</a><br/>Commissioner: Elizabeth Elson"
smd_3B05,-77.07671337856266,38.919409306320595,3B05,Brian G. Turmail,,813,"<b>District 3B05</b><br/><a href=""ancs/districts/3b05.html"">District Page</a><br/>Commissioner: Brian G. Turmail"
smd_3C01,-77.05057441103597,38.92870418383347,3C01,Lee Brian Reba,,801,"<b>District 3C01</b><br/><a href=""ancs/districts/3c01.html"">District Page</a><br/>Commissioner: Lee Brian Reba"
smd_3C02,-77.05644533384009,38.925082558327155,3C02,Jason Fink,,1007,"<b>District 3C02</b><br/><a href=""ancs/districts/3c02.html"">District Page</a><br/>Commissioner: Jason Fink"
smd_3C03,-77.05672123740803,38.92916458075729,3C03,Janell Marie Pagats,,878,"<b>District 3C03</b><br/><a href=""ancs/districts/3c03.html"">District Page</a><br/>Commissioner: Janell Marie Pagats"
smd_3C04,-77.0535039064914,38.93576568574887,3C04,Beau Finley,,842,"<b>District 3C04</b><br/><a href=""ancs/districts/3c04.html"">District Page</a><br/>Commissioner: Beau Finley"
smd_3C05,-77.06471944603362,38.937019862309704,3C05,Sauleh A. Siddiqui,,1201,"<b>District 3C05</b><br/><a href=""ancs/districts/3c05.html"">District Page</a><br/>Commissioner: Sauleh A. Siddiqui"
smd_3C06,-77.0769596066427,38.93747791556572,3C06,Adam M. Hoyt,,887,"<b>District 3C06</b><br/><a href=""ancs/districts/3c06.html"">District Page</a><br/>Commissioner: Adam M. Hoyt"
smd_3C07,-77.07518140275293,38.93111167762479,3C07,Maureen Kinlan Boucher,,684,"<b>District 3C07</b><br/><a href=""ancs/districts/3c07.html"">District Page</a><br/>Commissioner: Maureen Kinlan Boucher"
smd_3C08,-77.06611227452503,38.92480257085191,3C08,(vacant),,819,"<b>District 3C08</b><br/><a href=""ancs/districts/3c08.html"">District Page</a><br/>Commissioner: (vacant)"
smd_3C09,-77.07019552518312,38.93374061196658,3C09,Nancy J. MacWood,,834,"<b>District 3C09</b><br/><a href=""ancs/districts/3c09.html"">District Page</a><br/>Commissioner: Nancy J. MacWood"
smd_3D01,-77.0892916977229,38.928071014150326,3D01,Chuck Elkins,,951,"<b>District 3D01</b><br/><a href=""ancs/districts/3d01.html"">District Page</a><br/>Commissioner: Chuck Elkins"
smd_3D02,-77.09474382453956,38.93754054503643,3D02,Elizabeth R. Pemmerl,,564,"<b>District 3D02</b><br/><a href=""ancs/districts/3d02.html"">District Page</a><br/>Commissioner: Elizabeth R. Pemmerl"
smd_3D03,-77.10286130283815,38.940124156472976,3D03,Paige Ela,,694,"<b>District 3D03</b><br/><a href=""ancs/districts/3d03.html"">District Page</a><br/>Commissioner: Paige Ela"
smd_3D04,-77.11109185549896,38.93134285150981,3D04,Michael Sriqui,,859,"<b>District 3D04</b><br/><a href=""ancs/districts/3d04.html"">District Page</a><br/>Commissioner: Michael Sriqui"
smd_3D05,-77.10130036612591,38.92212097924831,3D05,(vacant),,825,"<b>District 3D05</b><br/><a href=""ancs/districts/3d05.html"">District Page</a><br/>Commissioner: (vacant)"
smd_3D06,-77.09031183207058,38.917142552566034,3D06,Jason Rao,,546,"<b>District 3D06</b><br/><a href=""ancs/districts/3d06.html"">District Page</a><br/>Commissioner: Jason Rao"
smd_3D07,-77.08921644459966,38.93726573789424,3D07,Christian Damiana,,21,"<b>District 3D07</b><br/><a href=""ancs/districts/3d07.html"">District Page</a><br/>Commissioner: Christian Damiana"
smd_3D08,-77.08316759155244,38.931605671850846,3D08,Benjamin Bergmann,,726,"<b>District 3D08</b><br/><a href=""ancs/districts/3d08.html"">District Page</a><br/>Commissioner: Benjamin Bergmann"
smd_3D09,-77.09386246439728,38.909851736201794,3D09,J.P. Szymkowicz,,692,"<b>District 3D09</b><br/><a href=""ancs/districts/3d09.html"">District Page</a><br/>Commissioner: J.P. Szymkowicz"
smd_3D10,-77.08224354560512,38.938613412156364,3D10,Jeremy Del Moral,,206,"<b>District 3D10</b><br/><a href=""ancs/districts/3d10.html"">District Page</a><br/>Commissioner: Jeremy Del Moral"
smd_3E01,-77.07961996460077,38.9481404599504,3E01,Matthew Cohen,,880,"<b>District 3E01</b><br/><a href=""ancs/districts/3e01.html"">District Page</a><br/>Commissioner: Matthew Cohen"
smd_3E02,-77.09546570152517,38.948781329016754,3E02,Amy B. Hall,,935,"<b>District 3E02</b><br/><a href=""ancs/districts/3e02.html"">District Page</a><br/>Commissioner: Amy B. Hall"
smd_3E03,-77.08563541929553,38.95436274578448,3E03,Jonathan Bender,,945,"<b>District 3E03</b><br/><a href=""ancs/districts/3e03.html"">District Page</a><br/>Commissioner: Jonathan Bender"
smd_3E04,-77.07875815820056,38.956462837486455,3E04,Tom Quinn,,926,"<b>District 3E04</b><br/><a href=""ancs/districts/3e04.html"">District Page</a><br/>Commissioner: Tom Quinn"
smd_3E05,-77.08441560145206,38.94381731859085,3E05,Jonathan McHugh,,625,"<b>District 3E05</b><br/><a href=""ancs/districts/3e05.html"">District Page</a><br/>Commissioner: Jonathan McHugh"
smd_3F01,-77.0686897218786,38.94244385109785,3F01,David Cristeal,,727,"<b>District 3F01</b><br/><a href=""ancs/districts/3f01.html"">District Page</a><br/>Commissioner: David Cristeal"
smd_3F02,-77.05913519217188,38.94377360030832,3F02,Alexandria Appah,,798,"<b>District 3F02</b><br/><a href=""ancs/districts/3f02.html"">District Page</a><br/>Commissioner: Alexandria Appah"
smd_3F03,-77.05393997662381,38.95309936329783,3F03,"Dipali (""Dipa"") Mehta",,918,"<b>District 3F03</b><br/><a href=""ancs/districts/3f03.html"">District Page</a><br/>Commissioner: Dipali (""Dipa"") Mehta"
smd_3F04,-77.065292899802,38.949589086666066,3F04,Stanley Wall,,792,"<b>District 3F04</b><br/><a href=""ancs/districts/3f04.html"">District Page</a><br/>Commissioner: Stanley Wall"
smd_3F05,-77.0673906486745,38.95875843180482,3F05,Claudette David,,853,"<b>District 3F05</b><br/><a href=""ancs/districts/3f05.html"">District Page</a><br/>Commissioner: Claudette David"
smd_3F06,-77.070663932543,38.949104888984365,3F06,Monika Nemeth,,898,"<b>District 3F06</b><br/><a href=""ancs/districts/3f06.html"">District Page</a><br/>Commissioner: Monika Nemeth"
smd_3F07,-77.0555666158197,38.94156100498774,3F07,James Tandaric,,906,"<b>District 3F07</b><br/><a href=""ancs/districts/3f07.html"">District Page</a><br/>Commissioner: James Tandaric"
smd_3G01,-77.04778313199846,38.97993228946841,3G01,Lisa R. Gore,,961,"<b>District 3G01</b><br/><a href=""ancs/districts/3g01.html"">District Page</a><br/>Commissioner: Lisa R. Gore"
smd_3G02,-77.05183833385371,38.96961386827036,3G02,John K. Higgins,,880,"<b>District 3G02</b><br/><a href=""ancs/districts/3g02.html"">District Page</a><br/>Commissioner: John K. Higgins"
smd_3G03,-77.06165871592323,38.96149734271903,3G03,Randy Speck,,1009,"<b>District 3G03</b><br/><a href=""ancs/districts/3g03.html"">District Page</a><br/>Commissioner: Randy Speck"
smd_3G04,-77.06612875978068,38.96899819117026,3G04,Michael Zeldin,,1261,"<b>District 3G04</b><br/><a href=""ancs/districts/3g04.html"">District Page</a><br/>Commissioner: Michael Zeldin"
smd_3G05,-77.07188693032786,38.96580685962911,3G05,Connie K.N. Chang,,1006,"<b>District 3G05</b><br/><a href=""ancs/districts/3g05.html"">District Page</a><br/>Commissioner: Connie K.N. Chang"
smd_3G06,-77.07667043927272,38.963207718319886,3G06,Peter Gosselin,,350,"<b>District 3G06</b><br/><a href=""ancs/districts/3g06.html"">District Page</a><br/>Commissioner: Peter Gosselin"
smd_3G07,-77.07335950317406,38.95848690139886,3G07,Charles Cadwell,,775,"<b>District 3G07</b><br/><a href=""ancs/districts/3g07.html"">District Page</a><br/>Commissioner: Charles Cadwell"
smd_4A01,-77.04089897310432,38.985386353101404,4A01,Phyllis Caudle Green,,1068,"<b>District 4A01</b><br/><a href=""ancs/districts/4a01.html"">District Page</a><br/>Commissioner: Phyllis Caudle Green"
smd_4A02,-77.03186733970809,38.98376420625432,4A02,Stacey Lincoln,,1312,"<b>District 4A02</b><br/><a href=""ancs/districts/4a02.html"">District Page</a><br/>Commissioner: Stacey Lincoln"
smd_4A03,-77.03140149623125,38.97401539295817,4A03,"Stephen A. ""Steve"" Whatley",,804,"<b>District 4A03</b><br/><a href=""ancs/districts/4a03.html"">District Page</a><br/>Commissioner: Stephen A. ""Steve"" Whatley"
smd_4A04,-77.0309127873428,38.96765207543156,4A04,Patience R. Singleton,,977,"<b>District 4A04</b><br/><a href=""ancs/districts/4a04.html"">District Page</a><br/>Commissioner: Patience R. Singleton"
smd_4A05,-77.03442337024265,38.96489572968585,4A05,(vacant),,588,"<b>District 4A05</b><br/><a href=""ancs/districts/4a05.html"">District Page</a><br/>Commissioner: (vacant)"
smd_4A06,-77.03057025389984,38.961692379713895,4A06,Candace Tiana Nelson,,570,"<b>District 4A06</b><br/><a href=""ancs/districts/4a06.html"">District Page</a><br/>Commissioner: Candace Tiana Nelson"
smd_4A07,-77.03946800757015,38.964034473611626,4A07,Marlene Moss,,726,"<b>District 4A07</b><br/><a href=""ancs/districts/4a07.html"">District Page</a><br/>Commissioner: Marlene Moss"
smd_4A08,-77.04427011587988,38.942651378174894,4A08,Pavan Ishwar Khoobchandani,,1104,"<b>District 4A08</b><br/><a href=""ancs/districts/4a08.html"">District Page</a><br/>Commissioner: Pavan Ishwar Khoobchandani"
smd_4B01,-77.02239842577582,38.97809141637472,4B01,Evan Yeats,,1174,"<b>District 4B01</b><br/><a href=""ancs/districts/4b01.html"">District Page</a><br/>Commissioner: Evan Yeats"
smd_4B02,-77.02239524924667,38.97250175357193,4B02,Erin Palmer,,987,"<b>District 4B02</b><br/><a href=""ancs/districts/4b02.html"">District Page</a><br/>Commissioner: Erin Palmer"
smd_4B03,-77.02024789092795,38.96744602468787,4B03,Jocelynn 'JJ' Johnson,,1057,"<b>District 4B03</b><br/><a href=""ancs/districts/4b03.html"">District Page</a><br/>Commissioner: Jocelynn 'JJ' Johnson"
smd_4B04,-77.02316086956866,38.96287091557746,4B04,Brenda Dawson Parks,,1105,"<b>District 4B04</b><br/><a href=""ancs/districts/4b04.html"">District Page</a><br/>Commissioner: Brenda Dawson Parks"
smd_4B05,-77.02312790988003,38.95904245667335,4B05,Graham Button,,784,"<b>District 4B05</b><br/><a href=""ancs/districts/4b05.html"">District Page</a><br/>Commissioner: Graham Button"
smd_4B06,-77.01353981541065,38.962283162892525,4B06,Tiffani Nichole Johnson,,1169,"<b>District 4B06</b><br/><a href=""ancs/districts/4b06.html"">District Page</a><br/>Commissioner: Tiffani Nichole Johnson"
smd_4B07,-77.0103309283478,38.968488908683184,4B07,Geoff Bromaghim,,1300,"<b>District 4B07</b><br/><a href=""ancs/districts/4b07.html"">District Page</a><br/>Commissioner: Geoff Bromaghim"
smd_4B08,-77.00585632368514,38.95926385370315,4B08,Alison Brooks,,1091,"<b>District 4B08</b><br/><a href=""ancs/districts/4b08.html"">District Page</a><br/>Commissioner: Alison Brooks"
smd_4B09,-76.99729387554075,38.959290483067655,4B09,La Roya A. Huff,,1400,"<b>District 4B09</b><br/><a href=""ancs/districts/4b09.html"">District Page</a><br/>Commissioner: La Roya A. Huff"
smd_4C01,-77.03011708684629,38.95650101969719,4C01,Vanessa Rubio,,843,"<b>District 4C01</b><br/><a href=""ancs/districts/4c01.html"">District Page</a><br/>Commissioner: Vanessa Rubio"
smd_4C02,-77.03236971848138,38.95085196772991,4C02,Maria Barry,,1115,"<b>District 4C02</b><br/><a href=""ancs/districts/4c02.html"">District Page</a><br/>Commissioner: Maria Barry"
smd_4C03,-77.03324825668818,38.94507184982236,4C03,Ulysses E. Campbell,,898,"<b>District 4C03</b><br/><a href=""ancs/districts/4c03.html"">District Page</a><br/>Commissioner: Ulysses E. Campbell"
smd_4C04,-77.03458914931403,38.93948390787631,4C04,Yvette D. Marbury-Long,,561,"<b>District 4C04</b><br/><a href=""ancs/districts/4c04.html"">District Page</a><br/>Commissioner: Yvette D. Marbury-Long"
smd_4C05,-77.03021937922641,38.94149975107208,4C05,Audrey Anderson Duckett,,699,"<b>District 4C05</b><br/><a href=""ancs/districts/4c05.html"">District Page</a><br/>Commissioner: Audrey Anderson Duckett"
